Id;Coor_X;Coor_Y;Class;Viewshed_M;Viewshed_Km;Slope;Slope_Av30;Slope_Min30;Slope_Max30;Slope_Av50;Slope_Av50;Slope_Max50;Height;Height_Av30;Height_Min30;Height_Max30;Height_Av50;Height_Min50;Height_Max50;Ori_Terr;Ori_Terr2;Dis_Water;Dis_Gor
133;498325,41;4143827,15;2;738695;0,738695;37,72;30,56;0,41;72,65;32,87;0,41;90,92;1087,34;1086,39;1071,22;1091,45;1079,5;1031,18;1092,44;7;281,07;52,99;185,04
134;498323,85;4143806,86;2;794865;0,794865;22,74;27,73;1,76;81,81;33,58;0,41;99,51;1089,95;1087,13;1071,76;1091,84;1079,04;1034,36;1092,73;7;279,39;63,46;182,35
135;498322,29;4143788,13;2;848283;0,848283;23,55;27,01;2,07;75,1;34,89;1,59;99,51;1090,43;1087,88;1075,16;1092,23;1079,18;1036,49;1092,98;7;282,12;76,65;180,79
136;498320,73;4143735,07;2;1203590;1,20359;27,01;31,74;2,95;79,65;34,54;1,66;94,2;1090,43;1088,2;1073,65;1092,98;1080,33;1035,78;1093,67;7;272,5;100,43;170,32
137;498322,29;4143725,71;2;1067480;1,06748;28,62;30,38;2,95;79,65;33,01;0,9;90,36;1091,89;1088,62;1074,14;1093,27;1080,96;1037,77;1093,81;7;269,19;91,96;169,12
138;497551,29;4143385,47;2;2506120;2,50612;2,41;2,53;1,76;3,34;2,49;1,36;3,36;1093,82;1093,46;1092,78;1094,19;1093,3;1091,46;1095,23;8;305,77;266,29;562,99
139;497498,23;4143323,04;2;835172;0,835172;1,27;2,13;0,63;4,45;2,63;0,63;4,65;1092,47;1092,77;1091,75;1093,69;1093,25;1090,29;1095,63;8;299,13;251,55;620,89
140;497557,53;4143294,94;2;2181860;2,18186;3,32;2,88;0,69;4,51;2,73;0,69;4,65;1095,63;1094,8;1093,83;1095,64;1094,73;1092,05;1096,78;7;287,84;315,68;566,77
141;497972,69;4143145,11;2;2619210;2,61921;25,59;20,38;1;44,42;20,99;1;59,65;1101,51;1099,69;1090,85;1102,38;1095,5;1063,21;1103,44;2;47,46;73,63;200,96
142;497935,23;4143335,52;2;3004370;3,00437;32,24;32,4;1,86;62,12;31,63;1,41;69,76;1097,99;1094,13;1081,54;1099,35;1088;1052,28;1100,02;2;50,5;73,5;190,89
143;498422,18;4143254,37;2;1520020;1,52002;11,71;15,85;1,91;30,75;14,7;1,38;38,81;1101,85;1099,84;1092,66;1102,88;1097,09;1068,03;1104,03;6;241,99;138,43;194,63
144;498522,06;4142995,29;2;1230820;1,23082;14,26;15,95;1,54;50,14;24,14;1,41;79,26;1106,58;1105,65;1097,82;1108,7;1098,65;1066;1109,88;6;234,1;89,65;198,78
145;498637,56;4143020,26;2;3147860;3,14786;2,52;2,37;1,59;3,06;2,34;1,58;3,23;1109,01;1108,53;1107,78;1109,17;1108,39;1106,44;1110,3;1;340,84;204,52;316,37
146;498690,62;4142695,63;2;921267;0,921267;41,21;41,87;1,44;92,19;40,54;1,25;99,33;1112,54;1109,71;1094,08;1116,23;1102,2;1056,4;1117,49;7;260,67;203,41;207,7
147;498360,32;4140625,08;2;2694270;2,69427;3,92;3,47;1,98;6,45;3,67;1,47;8,33;1155,87;1155,06;1154,01;1155,88;1154,68;1150,57;1157,32;8;310,44;191;662,86
148;498424,84;4140689,6;2;2211180;2,21118;2,9;2,74;0,13;5,74;3,24;0,13;7,94;1154,59;1154,31;1153,53;1155,07;1153,95;1151,11;1156,16;8;314,46;276,93;577,57
149;498838,85;4141738,06;2;53017,7;0,0530177;37,75;39,67;1,82;55,1;43,94;0,8;79,94;1049,19;1048,69;1041,45;1063,43;1058,04;1039,83;1094,94;7;249,64;18,21;16,76
150;498989,39;4142372,51;2;1229360;1,22936;6,5;6,12;4,62;7,25;5,43;2,1;7,25;1122,26;1122,11;1120,08;1123,7;1122,03;1118,17;1125,76;2;57,99;55,3;290,81
151;498142,57;4142174,91;2;456968;0,456968;3,92;5,24;1,86;8,85;5,79;0,74;11,76;1114,38;1114,3;1112,39;1115,18;1114,94;1111,51;1118,75;7;266,67;20,92;457,28
152;498121,06;4142142,65;2;361741;0,361741;1,68;7,18;0,74;12,75;6,08;0,74;12,75;1114,59;1114,49;1112,64;1115,62;1115,18;1112,32;1117,05;2;47,68;6,1;492,64
153;498164,07;4142131,9;2;490470;0,49047;5,86;6,01;1,07;12,24;6,75;0,74;15,25;1115,71;1115,07;1113,26;1116,56;1115,82;1112,39;1119,9;6;242,48;22,47;462,56
154;498156,01;4142113,08;2;300792;0,300792;1,99;7,89;1,07;12,47;6,91;0,74;15,36;1114,26;1115,13;1113,26;1116,56;1115,87;1112,39;1119,67;2;28,86;2,01;477,31
155;498177,51;4142113,08;2;557449;0,557449;10,19;7,69;1,07;15,36;7,76;1,07;19,34;1116,44;1115,48;1113,53;1116,99;1116,39;1112,84;1121,83;6;230,68;11,2;457,7
156;496182,76;4143361,82;2;472107;0,472107;2,41;2,33;1,63;2,98;2,26;1,41;3,24;1074,83;1074,4;1073,69;1075,3;1074,29;1072,31;1076,29;7;277,18;454,49;1931,69
157;496225,77;4143329,56;2;4287300;4,2873;1,99;1,97;1,51;2,26;1,97;1,29;2,35;1075,62;1075,53;1074,81;1076,29;1075,36;1073,57;1078,1;7;279,38;432,41;1889,66
158;505790,91;4142520,37;2;3820950;3,82095;5,57;8,39;3,9;60,16;21,05;3,22;123,33;1180,86;1180,03;1168,88;1181,68;1172,68;1135,43;1183,76;8;327,05;78,72;6562,19
159;496855,72;4147843,52;2;3943450;3,94345;6,54;17,73;0,82;50,97;21,43;0,82;93,82;1013,19;1011,4;1001,49;1013,73;1005,64;939,58;1014,93;6;232,13;95,29;817,76
160;490220,01;4151607,7;2;2550470;2,55047;9,74;11,09;0,91;31,23;20,63;0,91;103,51;742,92;742,84;740,69;747,89;741,38;704,56;766,13;7;276,42;300,07;940,86
161;493649,19;4148809,12;3;2556480;2,55648;30,08;32,99;19,7;49,03;35,51;9,38;63,69;865,8;868,12;859,35;879,58;868,68;833,34;894,86;1;22,22;50,94;561,08
162;493380,29;4148093,83;3;2197120;2,19712;20,49;23,38;1,27;47,77;21,66;0,48;51,77;985,36;984,05;974,8;987,59;981,32;959,38;987,98;2;45,48;90,29;1180,8
163;494719,43;4147405,43;3;14036,3;0,0140363;15,28;13,26;1,52;24,83;10,88;0,36;24,83;997;998,56;995,18;1002,11;1000,41;993,3;1003,03;7;257,57;7,41;861,56
164;495622,96;4147400,05;3;497400;0,4974;61,56;52,71;17,46;71,48;54,98;10,44;127,8;911,73;912,57;899,89;928,65;920,18;879,13;950,77;2;60,22;26,72;394,7
165;496080,1;4147222,58;3;452890;0,45289;11,43;26,07;10,93;47,26;35,67;10,93;58,84;859,53;861,89;851,5;872,57;863,63;838,93;918,75;2;49,02;0,31;158,42
166;496112,37;4147082,75;3;451413;0,451413;51;49,75;27,98;68,18;52,29;17,86;109,33;872,26;873,31;856,86;889,96;879,34;847,07;925,53;6;222,53;55,05;207,22
167;495908;4146700,9;3;1917290;1,91729;14,08;9,08;0,91;30,64;6,7;0,5;30,64;1022,35;1021,85;1018,19;1023,11;1022,46;1016,05;1024,3;2;24,64;13;616,07
168;495574,55;4146448,13;3;4269880;4,26988;2,38;2,01;1,02;2,9;1,74;0,88;2,9;1022,69;1022,42;1021,95;1022,94;1022,43;1021,11;1023,88;8;309,01;410,31;1032,21
169;496246,82;4146663,25;3;3460330;3,46033;13,31;18,06;0,4;68,51;24,94;0,4;79,9;1027,12;1025,94;1017,33;1028,25;1019,63;983,49;1028,96;2;24,24;111,17;413,89
170;496123,12;4146254,52;3;3590160;3,59016;2,09;1,96;1,44;2,55;1,81;1,34;2,55;1031,46;1031,52;1030,74;1032,13;1031,49;1029,68;1033,13;7;285,22;491,12;788,73
171;496945,97;4147609,8;3;3906770;3,90677;6,03;15;1,17;53,57;17,28;1,17;61,99;1018,47;1016,99;1008,48;1018,8;1012,92;984,69;1020,01;8;304,43;103,38;742,7
172;496951,35;4147469,97;3;1283260;1,28326;11,89;12,8;2,19;44,2;12,75;1,27;55,16;1019,47;1019,94;1013,43;1021,82;1019,33;999,3;1022,58;8;331,53;30,03;629,17
173;496913,7;4147346,27;3;2835960;2,83596;37,98;27,48;1,54;59,3;30,37;1,51;75,63;1022,75;1020,2;1009,33;1023,72;1013;972,06;1024,64;6;245,85;101,05;509,8
174;496945,97;4147303,25;3;4054490;4,05449;14,71;23,74;0,97;54,9;27,17;0,97;78,94;1024,13;1021,32;1008,65;1024,72;1014,19;970,61;1025,43;6;231,05;106,37;502,37
175;496741,6;4147319,38;3;1104510;1,10451;40,49;41,54;29,4;56,97;44,99;14,6;79,7;921,27;927,5;906,96;944,41;931,38;891,8;967,4;7;284,82;2,89;390
176;496811,52;4147158,04;3;258233;0,258233;28,46;59,06;21,2;88,98;57,99;5,39;88,98;892,44;899,95;887,39;912,5;909,91;869,33;946,24;7;266,25;0,97;305,92
177;497107,32;4147028,96;3;1118080;1,11808;60,53;61,15;22,24;127,67;62,1;0,76;138,19;1014,46;1013,79;984,36;1029,18;1006,2;930,3;1030,9;5;200,88;51,72;443,66
178;497279,41;4146770,82;3;3492960;3,49296;25,77;27,6;0,75;64,98;33,63;0,11;128,67;1034,82;1032,11;1019,49;1035,73;1024,24;979,45;1036,65;7;259,46;108,39;448,61
179;497290,17;4146738,55;3;3905320;3,90532;23,48;28,4;0,47;68,18;33,12;0,38;113,57;1035,74;1032,55;1020,5;1036,24;1025,68;982,96;1037,29;6;246,44;122,17;440,03
180;497720,42;4145463,93;3;2809860;2,80986;11,73;41,54;0,53;113,39;51,27;0,53;141,94;1057,55;1052,73;1033,69;1058,34;1038,98;978,43;1059,58;6;235,57;220,5;226,11
181;497171,85;4145162,76;3;1696970;1,69697;35,39;41,17;1,22;103,94;44,17;0,2;132,07;1054,33;1051,27;1031,3;1058,29;1042,3;977,06;1059,22;2;37,57;310,11;348,88
182;497290,17;4144743,27;3;2658040;2,65804;17,48;30,77;1,13;90,17;32,89;1,13;99,85;1065,54;1061,94;1045,19;1065,9;1054,12;1016,38;1067,03;3;104,13;304,93;371,34
183;497553,7;4144953,01;3;675504;0,675504;21,22;25,8;8,62;70,42;27,16;7,86;70,42;933,66;932,42;924,35;937,98;934,65;911,03;950,05;3;80,2;125,41;127,5
184;497580,59;4144883,1;3;597131;0,597131;9,7;9,44;4,07;25,08;10,25;0,72;40,66;935,01;935,96;932,14;937,98;937,36;926,27;943,33;2;33,85;117,99;127,45
185;498225,96;4143742,94;3;310975;0,310975;65,19;64,09;51,64;78,42;63,9;33,16;93,13;1023,72;1026,3;1007,6;1046,27;1027,32;991,04;1083,03;7;267,48;71,59;81,35
186;498301,26;4143920,42;3;664385;0,664385;23,36;28,42;0,63;85,83;31,87;0,33;119,23;1086,59;1085,6;1074,09;1089,33;1078,8;1032,77;1090,32;6;237,73;73,59;176,97
187;498306,63;4144329,15;3;920141;0,920141;54,6;38,07;2,24;71,81;32,7;2;81,3;1074,9;1073,71;1057,12;1081,66;1070,5;1041,16;1082,86;7;274,48;273,84;271,1
188;498301,26;4144415,2;3;981941;0,981941;57,59;46,53;0,26;100,61;39,37;0,26;114,89;1071,88;1071,41;1052,38;1079,42;1066,52;1032,02;1080,81;7;268,4;318,45;321,2
189;498188,32;4144624,95;3;719679;0,719679;50,19;43,84;21,01;79,32;45,47;8,1;98,53;1028,12;1025,66;1015,14;1039,31;1030,3;1003,37;1074,29;6;246,25;274,13;317,23
190;498150,67;4144931,5;3;1530430;1,53043;44,36;42,56;1,75;104,94;46,69;0,71;136,93;1067,45;1064,95;1045,63;1070,15;1053,66;994,2;1071,2;7;247,64;229,52;425,42
191;498435,71;4145044,44;3;2585730;2,58573;1,23;1,27;1,03;1,61;1,38;1,03;1,83;1066,5;1066,45;1065,8;1067,04;1066,48;1064,59;1067,99;1;2,59;274,67;720,63
192;498597,05;4145006,8;3;1846890;1,84689;2,53;2,27;1,78;2,73;2,2;1,55;2,73;1065,57;1065,52;1064,95;1066,2;1065,44;1063,3;1067,35;2;39,1;110,55;833,93
193;498129,16;4144985,28;3;366160;0,36616;17,71;27,34;1,72;78,83;35,71;1,54;141,01;1068,31;1065,56;1051,66;1068,9;1055,21;994,84;1070,15;6;234,36;229,35;413,16
194;498113,02;4145005,45;3;1373880;1,37388;29,6;35,18;1,7;81,12;42,77;1,46;148,49;1067,59;1063,91;1048,69;1068,31;1052,78;990,57;1069,43;6;245,55;226,4;400,41
195;498088,82;4145040,41;3;1350740;1,35074;46,96;41,01;1,63;117,72;45,89;1,47;139,25;1065,82;1062,28;1041,4;1067,42;1051,58;989,93;1068,44;6;232,84;230,83;385,07
196;497946,3;4143400,08;3;572561;0,572561;60,93;51,81;33,18;66,14;47,07;3,27;67,58;1077,57;1078,02;1064,9;1092,84;1077,32;1036,31;1098,95;3;74,52;63,54;167,74
197;498236,72;4143663,61;3;284629;0,284629;72,4;76,78;51,4;105,28;71,29;42,33;105,28;1026,44;1029,6;1008,95;1052,41;1035,31;991,62;1088,01;7;275,52;10,46;79,49
198;498344,28;4143410,84;3;1473,59;0,00147359;27,13;27,07;0,87;61,13;30,64;0,22;84,68;1097,26;1095,2;1084,75;1098,9;1088,5;1047,67;1099,86;7;258,37;40,25;161,72
199;498365,79;4143362,44;3;1951,52;0,00195152;9,99;17,3;0,22;54,99;24,09;0,22;90,88;1096,97;1097,28;1090,62;1099,95;1091,89;1050,33;1101,09;7;251,72;56,39;182,48
200;498355,04;4143303,28;3;891943;0,891943;38,54;38,57;9,66;74,4;42,04;1,36;109,85;1094,74;1091,91;1074,8;1099,19;1083,64;1040,73;1101,95;7;250,44;55,42;176,03
201;497946,3;4143238,74;3;1857370;1,85737;17,58;22,11;0,52;55,34;22,81;0,25;57,48;1099,19;1097,24;1084,64;1100,75;1092,69;1059,44;1101,54;2;44,65;70,37;204,11
202;498317,39;4143066,64;3;215423;0,215423;45,39;46,19;25,76;62,3;44,97;5,6;62,93;1027,83;1028,26;1014,73;1041,97;1027,17;1007,04;1066,19;6;220,25;32,33;56,72
203;498473,36;4143088,15;3;918039;0,918039;39,5;32,71;1,84;65,51;33,39;1,46;82,45;1103,93;1101,16;1088,33;1106,3;1094,74;1054,32;1108,01;7;250,16;89,17;188,37
204;498882,09;4143211,85;3;3182890;3,18289;2,24;2,39;1,71;3,4;2,78;1,71;5,05;1104,81;1104,28;1103,63;1105,09;1103,91;1101,52;1106,3;1;19,56;100,71;609,93
205;498930,49;4143179,58;3;2000090;2,00009;5,3;4,84;3,13;5,65;4,21;1,65;5,87;1104,28;1103,36;1101,8;1104,68;1103,32;1099,85;1106,5;3;74,38;45,54;644,53
206;499511,33;4142937,57;3;189800;0,1898;2,47;2,67;1,69;4;3,48;1,69;10,02;1113,39;1113,05;1112,27;1113,86;1112,57;1109,01;1115,35;2;57,38;78,85;1030,03
207;499850,15;4142604,12;3;7410590;7,41059;7,95;6,75;0,72;10,72;6,2;0,27;10,83;1137,14;1136,86;1134,56;1138,2;1135,68;1129,12;1138,37;6;247,12;205,82;1182,1
208;499737,21;4142518,07;3;1712330;1,71233;14,23;12,39;9,19;15,29;11,26;7,28;15,29;1125,58;1125,54;1122,16;1129,53;1125,8;1119;1134,86;7;270,8;83,14;1051,67
209;498672,35;4142792,36;3;2415190;2,41519;8,3;32,97;2,13;91,21;32,3;1,61;91,21;1112,99;1109,25;1092,41;1113,79;1103,38;1058,55;1115,13;7;255,38;226,73;229,77
210;498134,53;4142733,2;3;2352120;2,35212;23,24;20,47;2,63;47,52;21,23;1,83;55,63;1111,09;1109,64;1100,2;1112,49;1105,91;1075,09;1113,44;2;35,1;89,61;250,15
211;498516,38;4142125,47;3;632059;0,632059;18,71;23,31;11,3;43,81;26,55;11,23;58,38;1116,17;1113,99;1106,46;1119,01;1110,1;1081,28;1124,06;3;90,55;49,68;164,96
212;498527,14;4142017,91;3;455367;0,455367;23,01;28,71;13,43;56,99;33,09;7,91;114,89;1118;1117,96;1106,92;1123,83;1112,39;1075,17;1127,91;3;67,1;59,85;177,85
213;498586,3;4142012,53;3;202513;0,202513;58,15;54,78;28,6;74,3;54,87;23,44;114,89;1087,64;1089,54;1071,26;1105,87;1090,58;1049,6;1123,84;3;106,53;32;119,31
214;498591,67;4141904,97;3;66703,7;0,0667037;47,63;62,53;44,76;82,91;58;29,19;85,79;1097,81;1099,84;1075,53;1115,35;1099,27;1056,47;1129,29;3;67,6;0,9;148,2
215;498812,18;4141856,57;3;66707,7;0,0667077;29,54;30,59;5,83;57,3;38,64;3,61;81,42;1042,84;1043,35;1038,22;1053;1054,23;1036,98;1086,45;5;200,09;11,1;9,23
216;498855,2;4142195,39;3;787684;0,787684;67,82;51,18;4,43;74,75;43,75;1,22;93,58;1118,66;1116,85;1101,83;1128,09;1111,09;1067,82;1128,8;6;247,22;150,76;156,48
217;498892,85;4142157,74;3;868249;0,868249;15,76;19,97;0,18;58,04;21,03;0,18;66,66;1127,68;1125,77;1115,44;1128,8;1121,89;1092,98;1129,56;7;270,52;157,95;198,8
218;498344,28;4142017,91;3;2292850;2,29285;3,28;3,37;2,26;4,81;3,92;2,19;9,46;1126,88;1126,68;1125,75;1127,51;1125,97;1120,72;1128,67;7;291,63;96,56;357,78
219;498376,55;4141980,26;3;2559030;2,55903;2,39;2,55;2,19;4,28;2,98;1,87;7,27;1128,52;1127,96;1127,26;1128,67;1127,4;1123,43;1129,6;8;304,81;120,78;331,48
220;498697,22;4144176,3;3;3166750;3,16675;1,62;2,03;1,47;2,59;2,45;1,47;3,47;1083,78;1083,75;1083,22;1084,46;1083,37;1081,39;1085,42;8;324,83;310,13;602,86
221;498267,68;4140378,83;3;313502;0,313502;2,01;4,17;1,36;11,86;5,43;1,36;12,12;1145,68;1146,29;1144,94;1147,48;1147,55;1144,13;1152,67;5;180,84;5,04;817,85
222;498327,67;4140258,86;3;326213;0,326213;3,07;4,86;2,15;8,47;5,88;1,1;12,71;1148,43;1149,02;1147,51;1150,53;1150,49;1147,14;1156,18;7;249,82;0,98;815,23
223;498437,64;4140278,85;3;1705100;1,7051;11,98;10,95;4,84;14,85;9,47;2,35;14,85;1160,46;1159,11;1155,42;1162,03;1158,16;1150,81;1163,29;8;236,19;106,33;711,11
224;499934,84;4137950,58;3;3096820;3,09682;11,46;9,73;0,84;17,41;10,95;0,28;26,1;1240,48;1240,62;1236,45;1243,53;1240,45;1231,58;1254,62;2;66,67;241;713,65
225;500007,32;4137820,61;3;12395000;12,395;10,66;21,13;4,58;46,75;24,1;2,19;46,75;1265,94;1262,26;1255,76;1265,94;1254,81;1239,1;1265,94;5;158,79;249,42;757,26
226;505765,45;4142392,2;3;4017280;4,01728;3,69;3,55;2,99;4,33;3,83;2,07;13,53;1184,69;1184,65;1183,48;1185,6;1184,08;1169,79;1187,45;1;336,7;163,05;6462,37
227;505829,19;4142240,97;3;4199580;4,19958;3,61;3,69;3,28;4,17;3,83;3,28;5,39;1190,57;1190,48;1189,4;1191,59;1190,46;1187,61;1193,51;1;331,83;181,35;6420,88
228;505870,43;4142222,22;3;4403390;4,40339;4,04;3,93;3,5;4,28;3,85;3,45;5,29;1192,19;1192,02;1190,94;1193,28;1191,8;1188,99;1195,26;8;323,08;207,11;6442,81
229;505899,18;4142210,97;3;4699180;4,69918;3,71;3,9;3,05;5,89;4,59;0,92;18,61;1193,39;1192,81;1191,73;1193,79;1192,57;1189,95;1195,88;1;344,32;194,74;6459,31
230;505984,17;4142195,97;3;4159370;4,15937;3,06;4,09;1,01;18,32;4,78;1,01;19,65;1193,92;1193,8;1193,1;1194,76;1193,74;1190,46;1196,67;8;326,94;147,93;6519,33
