Id;Coor_X ;Coor_Y;Area;Necrop;Muni;Grid10;Grid50;Cad_Ref;Cad_Pol;Cad_Par;Ort_Cham;Ort_Cov;Corridor;Typo2019;Typo1959;Cham_Len59;Cham_Wid59;Cham_Hei59;Surface59;Volume59;Corr_Len59;Corr_Wid59;Cham_Len19;Cham_Wid19;Cham_Hei19;Surface19;Volume19;Corr_Len19;Corr_Wid19;Viewshed_M;Viewshed_Km;Slope;Slope_Av30;Slope_Min30;Slope_Max30;Slope_Av50;Slope_Min50;Slope_Max50;Height;Height_Av30;Height_Min30;Height_Max30;Height_Av50;Height_Min50;Height_Max50;Ori_Corr;Ori_Corr2;Ori_Terr;Ori_Terr2;Dis_Water;Dis_Gor;Dis_Fardes;Dis_Baul;Topo_Terr;Riverside;Use1870;Use1956;Conserv;Geo;Litho;Gull_Ero;Aeol_Ero
139;498115;4144490;14;6;2;99322;993;18088A00800107;8;107;5;0;1;1;;;;;;;;;1;1,5;0,75;1,5;1,12;0,7;0,45;693726;0,693726;13,51;14,56;8,02;24,86;16,41;7,94;38,16;1003,64;1001,79;996,66;1005,2;1001,69;993,09;1008,4;4;124;7;255,48;233,51;236,01;10554,61;7069,87;2;1;4;1;2;2;2;0;0
140;498076;4144449;14;6;2;99322;993;18088A00800107;8;107;5;0;1;2;;;;;;;;;1,5;1,4;;2,1;;0,8;0,5;767844;0,767844;23,09;21,92;3,23;39,38;20,27;2,23;41,86;1000,33;998,32;989,78;1002,57;997,06;985,68;1004,87;2;35;7;289,07;180,7;181,64;10544,12;7111,65;2;1;4;7;2;2;2;0;0
141;498064;4144340;14;6;2;99322;993;18088A00800107;8;107;5;0;1;2;;;;;;;;;2,7;1,9;1,7;5,13;8,72;;;691668;0,691668;19,62;24,05;9,97;56,63;25,64;8,23;77,19;1000,13;997,41;988,53;1003,47;996,42;981,56;1007,84;5;161;5;200,84;93,07;100,26;10593,93;7132,38;2;1;4;1;2;2;2;0;0
143;498228;4144269;14;6;2;99332;993;18088A00800107;8;107;1;0;0;;5;1,65;1,4;1,15;2,31;2,65;;;;;;;;;;915201;0,915201;27,25;35,42;18,13;82,97;47,17;18,13;97,22;1055,58;1055,41;1043,58;1064,1;1054,65;1032,02;1081,74;5;165;8;302,68;175,72;172,79;10769,88;6975,78;2;1;4;1;3;2;2;0;0
145;497301;4144689;16;7;3;99322;993;18091A00400006;4;6;;0;0;;5;1,7;1,85;1,7;3,14;5,34;;;;;;;;;;2567040;2,56704;18,88;27,95;1,22;80,05;31,34;1,2;88,68;1066,37;1063,28;1048,07;1067,07;1060,17;1032,91;1067,41;;;2;40,75;287,06;368,31;9766,07;7872,66;1;2;4;1;3;2;2;0;0
146;497305;4144674;16;7;3;99322;993;18091A00400006;4;6;5;0;0;1;5;1,35;1,2;0,65;1,62;1,05;;;2,1;1,25;1,5;2,62;3,93;;;2602060;2,60206;19,35;27,7;1,2;77,93;31,68;1,2;90,15;1066,62;1063,51;1046,96;1067,41;1060,22;1031,85;1067,82;4;137;2;58,81;278,2;367,97;9777,83;7869,21;1;2;4;1;2;2;2;0;0
148;497449;4144481;16;7;3;99322;993;18091A00400009;4;9;2;0;1;;;;;;;;;;;;;;;;;3011550;3,01155;27,28;42,08;1,97;104,07;45,15;0,97;114,58;1071,85;1068,27;1051,65;1072,5;1064,05;1025,62;1072,58;4;131;2;41,99;159,47;321,66;10005,98;7735,04;1;2;4;1;3;2;2;0;0
149;497459;4144470;16;7;3;99322;993;18091A00400009;4;9;7;0;1;1;5;1,7;2;0,95;3,4;3,23;;;1,6;1,3;0,8;2,08;1,66;1,5;0,5;2973110;2,97311;28,63;43,46;0,97;104,07;44,37;0,69;114,58;1072,09;1068,7;1054;1072,5;1064,62;1023,48;1073,08;4;120;2;37,03;157,03;321,31;10020,47;7725,76;1;2;4;1;2;2;2;0;0
150;497484;4144447;16;7;3;99322;993;18091A00400009;4;9;7;0;1;2;5;1,35;1,4;1,15;1,89;2,17;;;1;1,5;1,1;1,5;1,65;0,9;0,4;2051300;2,0513;60,67;41,5;0,69;104,07;43,84;0,69;119,06;1071,88;1068,56;1050,78;1073,08;1065,88;1023,22;1073,53;3;106;2;32,04;159,91;318,95;10054,13;7702,33;1;2;4;1;2;2;2;0;0
151;497284;4144284;16;7;3;99322;993;18091A00400009;4;9;;0;0;;1;4,1;2,6;2;10,66;21,32;;;;;;;;;;3511370;3,51137;3,09;3,13;2,36;3,9;2,83;1,91;3,9;1075,23;1074,05;1073,26;1075,23;1073,93;1072,72;1075,23;;;8;306,55;412,41;575,82;9986,36;7914,29;1;2;4;5;3;3;2;0;0
152;497228;4144228;16;7;3;99322;993;18091A00500013;5;13;;0;0;;5;1,5;1,5;1;2,25;2,25;;;;;;;;;;2648820;2,64882;2,06;2,32;1,18;3,39;2,48;1,18;4,17;1074,17;1073,93;1073,18;1074,58;1073,76;1072,4;1074,96;4;117;7;283,07;476,22;654,98;9974,7;7975,08;1;2;4;5;3;3;2;0;0
153;497487;4144353;16;7;3;99322;993;18091A00400009;4;9;3;0;0;;5;1,6;1,4;1,2;2,24;2,68;;;;;;;;;;1962120;1,96212;1,64;1,88;1,22;2,88;2,04;1,09;3,89;1074,58;1074,28;1073,5;1075,03;1074,19;1072,94;1075,51;4;115;8;307,98;243,92;381,75;10110,63;7706,26;1;2;4;5;3;2;2;0;0
154;497636;4144010;16;7;3;99322;993;18091A00400012;4;12;;0;0;;3;1,9;1,8;0,9;3,42;3,07;;;;;;;;;;2416700;2,4167;2,65;2,65;2,37;2,87;2,64;1,99;2,94;1082,74;1082,58;1081,8;1083,39;1082,57;1081,33;1083,93;;;1;3,43;438,41;435,72;10432,27;7587,16;1;2;4;5;3;2;2;0;0
155;497354;4143846;16;7;3;99322;993;18091A00500018;5;18;6;0;0;1;5;1,7;1,4;1,9;2,38;4,52;;;1,4;0,9;1,1;1,26;1,38;;;2486240;2,48624;2,54;2,51;2,04;3,14;2,51;1,57;3,85;1082,83;1082,06;1081,36;1082,84;1082,02;1080,83;1083,32;3;95;8;310,4;338,9;755;10306,82;7874,76;1;2;4;5;3;3;2;0;0
157;497610;4144362;16;7;3;99322;993;18091A00400011;4;11;2;0;0;;5;1,8;;1,7;;;;;;;;;;;;3048180;3,04818;20,91;35,4;0,72;102,3;42,54;0,72;122,73;1075,8;1072,12;1056,23;1076,34;1068,95;1032,58;1076,78;;;2;27,53;224,73;264;10206,1;7582,94;1;2;4;5;3;2;2;0;0
159;497760;4144254;16;7;3;99322;993;18091A00400012;4;12;2;0;0;;5;1,9;1,85;1,05;3,51;3,69;;;;;;;;;;1904050;1,90405;7,66;7,15;0,56;31,26;21,61;0,56;142,61;1078,85;1078,88;1078,11;1079,61;1078,23;1066,88;1079,99;;;1;16,15;193,22;189,58;10390,92;7443;1;2;4;5;3;2;2;0;0
160;497826;4144208;16;7;3;99322;993;18091A00400012;4;12;2;0;0;;;1,3;;1,2;;;;;;;;;;;;1998610;1,99861;7,23;35,09;1,87;138,84;40,66;1,27;143,05;1080,49;1078,67;1064,4;1080,92;1075,08;1034,12;1081,29;;;1;345,61;164,03;161,37;10471,37;7381,9;1;2;4;5;3;2;2;0;0
162;497906;4143967;16;7;4;99322;993;18087A00200016;2;16;6;0;0;;5;1,9;1,5;0,9;2,85;2,56;;;1,9;1,4;0,7;2,66;1,86;;;2564740;2,56474;1,77;2,26;0,46;4,06;3,77;0,46;43,81;1085,88;1085,76;1085,01;1086,39;1085,72;1084,14;1086,73;4;135;8;309,4;205,84;204,91;10675,9;7318,49;1;2;4;5;2;2;2;0;0
163;497921;4143971;16;7;4;99322;993;18087A00200016;2;16;5;0;1;1;5;2,1;1,65;1,2;3,46;4,15;;;1,8;1,1;0,9;1,98;1,78;;;3107020;3,10702;2,66;2,44;0,46;4,45;12,27;0,29;88,17;1086,39;1085,8;1085,09;1086,42;1084,99;1074,81;1086,77;4;127;8;332,67;188,82;189,4;10685,76;7303,38;1;2;4;5;2;2;2;0;0
165;493601;4144875;17;7;3;99322;993;18091A00200085;2;85;3;0;0;;2;2;1,35;;2,7;;;;;;;;;;;199129;0,199129;41,26;61,24;12,17;119,32;58,26;4,92;119,32;1010,78;1001,16;986,11;1011,55;995,71;978,21;1012,54;;;7;286,08;43,56;3550,33;6882,77;11568,1;2;2;4;4;3;2;2;0;0
166;493776;4144684;17;7;3;99322;993;18091A00200085;2;85;6;0;0;2;;;;;;;;;1,9;1,5;0,9;2,85;2,56;;;2756520;2,75652;14;26,69;0,4;68,41;26,15;0,2;94,76;1017,88;1015,98;1005,73;1018,57;1013,21;993,95;1018,88;4;132;8;344,36;47,66;3550,88;7141,44;11396,26;2;2;4;4;2;2;2;0;0
169;497919;4143529;18;8;4;99322;993;18087A00200698;2;698;;0;0;;4;;;;;;;;;;;;;;;3897090;3,89709;20,63;26,66;0,26;87,18;30,03;0,26;93,46;1095,17;1092,46;1079,72;1095,42;1089,69;1064,36;1095,86;;;4;140,24;80,95;214,51;10947,59;7332,61;1;2;4;5;3;2;2;0;0
170;497922;4143298;18;8;4;99322;993;18087A00200017;2;17;3;0;0;2;5;;;;;;;;;;;;;;;3392750;3,39275;2,49;7,28;0,28;47,7;14,79;0,25;61,83;1099,68;1099,08;1094,26;1100,02;1097,7;1084,59;1100,1;;;1;351,76;89,17;218,56;11092,14;7354,4;1;2;4;2;2;3;2;0;0
185;498278;4143946;19;9;4;99332;993;18087A00200710;2;10;2;0;0;;;;;;;;;;;;;;;;;3371250;3,37125;23,81;28,39;1,48;76,64;33,82;1,03;101,59;1087,56;1084,63;1072,25;1088,67;1081,43;1055,37;1089,06;;;6;229,43;94,51;156,59;10992,08;6947,43;1;1;2;2;3;2;2;0;0
186;498336;4143638;19;9;4;99332;993;18087A00200736;2;36;7;2;1;2;1;;;;;;;;3,9;3;1,1;11,7;12,87;2,3;1,15;2855820;2,85582;2,81;18,5;1,67;60,91;24,25;0,9;78,76;1093,62;1091,53;1080,03;1094,46;1089,12;1061,16;1095,27;5;168;6;240,82;38,24;182;11217,1;6907,73;1;1;2;5;1;3;2;0;0
187;498496;4143089;19;9;4;99332;993;18087A00200689;2;689;6;0;0;2;3;1,6;1,75;1,2;2,8;3,36;;;;;;;;;;3180220;3,18022;3,57;11,33;1,34;41,74;17,18;1,34;65,43;1106,26;1105,11;1099,99;1107,22;1103,73;1088,72;1107,81;3;90;8;323,17;102,02;208,06;11673,21;6816,07;1;1;2;5;3;3;2;0;0
191;499926;4137929;20;10;4;99333;993;18087A01400222;14;222;3;0;0;1;5;1,7;1,4;;2,38;;;;;;;;;;;3212710;3,21271;4,68;9,27;0,84;22,25;11,27;0,28;28,67;1242,26;1242,52;1239,16;1246,5;1242,56;1236,57;1251,64;2;52;1;17,96;258,94;736,94;16271,74;6025,53;1;1;3;4;2;3;2;0;0
193;505859;4142475;21;11;5;99342;993;18087A00700035;7;35;3;0;0;2;5;;;;;;;;;;;;;;;2538850;2,53885;13,08;35,12;4,82;102,91;39,4;3,21;125,28;1181,86;1178,14;1156,83;1183,8;1174,59;1141,19;1184,57;;;2;46,25;57,69;6587,09;17970,56;274,3;1;1;3;9;3;3;2;0;0
194;505838;4142487;21;11;5;99342;993;18087A00700035;7;35;7;0;1;2;1;1,8;1,65;;2,97;;;;1,8;1,7;;3,06;;;;3548460;3,54846;7,48;24,8;4,05;122,91;34,8;3,28;135,51;1182,2;1179,88;1165,39;1183,5;1175,91;1141,57;1184,14;5;172;1;20,9;63,4;6578,07;17946,43;254,25;1;1;3;9;2;3;2;0;0
195;505829;4142440;21;11;5;99342;993;18087A00700035;7;35;6;0;0;2;3;;;;;;;;;;;;;;;4022600;4,0226;3,43;4,1;3,21;8,28;5,29;3,17;23,93;1183,85;1183,95;1182,92;1184,97;1183,78;1180,91;1185,81;3;99;8;319,57;103,78;6541,87;17965,01;241,59;1;1;3;3;2;3;2;0;0
196;505833;4142445;21;11;5;99342;993;18087A00700035;7;35;2;0;0;2;3;;;;;;;;;;;;;;;3995860;3,99586;3,28;4,67;3,28;12,88;6,14;3,21;41,36;1183,91;1183,78;1182,55;1184,82;1183,51;1174,9;1185,61;;;1;343,34;97,39;6548,1;17965,55;246,13;1;1;3;3;3;3;2;0;0
197;505794;4142403;21;11;5;99342;993;18087A00700035;7;35;3;0;0;;2;;;;;;;;;;;;;;;4170390;4,17039;4,05;3,73;3,09;4,27;3,68;2,99;4,27;1184,99;1184,73;1183,51;1186;1184,71;1182,8;1186,57;;;8;300,28;154,69;6491,49;17956,53;193,09;1;1;3;3;3;3;2;0;0
198;505781;4142398;21;11;5;99342;993;18087A00700035;7;35;3;0;0;2;5;;;;;;;;;;;;;;;4057380;4,05738;3,52;3,62;3,09;4,23;3,66;2,93;4,79;1184,78;1184,69;1183,55;1185,72;1184,69;1182,74;1186,57;4;130;8;305,87;167,19;6478,18;17948,54;179,29;1;1;3;3;3;3;2;0;0
239;498170;4144769;15;6;2;99332;993;18088A00800106;8;106;6;1;1;2;;;;;;;;;1,4;1,4;1,5;1,96;2,94;1,3;0,6;997203;0,997203;36,76;40,59;17,18;63,91;47,18;6,9;83,88;1039,02;1037,35;1023,68;1048,64;1037,77;1013,11;1065,07;5;170;7;248,02;203,71;345,2;10453,37;7001,55;2;1;4;1;2;3;2;0;0
240;496938;4147638;12;5;2;99332;993;18088A00800045;8;45;3;0;0;1;;;;;;;;;;;;;;;;3915470;3,91547;8;16,62;1,82;55,22;19,59;0,55;61,99;1017,81;1015,78;1007,22;1018,47;1013,82;993,96;1018,8;4;136;6;227,46;113,98;763,32;7709,36;8653,17;1;1;4;5;3;3;2;0;0
241;494063;4148217;4;2;2;99321;993;18088A00600031;6;31;3;0;1;;;;;;;;;;;;;;;;;3584660;3,58466;28,97;38,41;1,88;68,28;42,77;1,02;116,54;929,01;924,33;911,05;931,03;922,9;902;935,32;4;128;2;28,46;28,36;606,48;5217,01;11571,41;2;2;4;4;3;2;2;1;0
242;493854;4148302;4;2;2;99321;993;18088A00600033;6;33;2;0;1;;;;;;;;;;;;;;;;;2964760;2,96476;41,47;39,86;2,9;74,18;41,63;2,53;97,11;928,83;924,26;911,08;929,17;919,79;895,59;930,32;3;85;3;99,73;37,12;679,36;4991,38;11795,89;2;2;4;1;3;2;2;1;0
244;497961;4144536;14;6;2;99322;993;18088A00800107;8;107;4;0;1;;;;;;;;;;;;;;;;;458016;0,458016;6,26;22,92;0,96;65,17;29,92;0,51;97,48;989,93;986,97;976,96;992,52;984,15;964,9;992,82;3;90;4;112,97;96,62;99,18;10400,28;7220,63;2;1;4;7;3;2;2;0;0
245;497965;4144552;14;6;2;99322;993;18088A00800107;8;107;5;0;1;1;;;;;;;;;0,8;0,7;0,6;0,56;0,33;;;320526;0,320526;9,59;19,5;0,51;67,62;27,46;0,51;89,57;989,52;987,7;980,13;992,82;984,88;966,58;992,82;3;107;3;90,55;97,28;99,43;10394,94;7215,7;2;1;4;7;2;2;2;0;0
250;494106;4148170;4;2;2;99321;993;18088A00600036;6;36;2;0;0;;;;;;;;;;;;;;;;;3721040;3,72104;22,13;63,35;13,8;110,11;58;9,97;110,11;932,9;928,46;907,4;942,45;925,94;893,3;945,38;;;2;44,5;26,54;626,49;5274,7;11516,99;2;2;4;1;3;2;2;1;0
251;493505;4148095;5;2;3;99321;993;18091A00300001;3;1;2;0;0;;;;;;;;;;;;;;;;;3928330;3,92833;6,32;24,57;1,03;61,11;23,82;1,03;61,11;988,08;987,51;982,58;988,42;984,91;971,93;988,58;;;8;306,89;124,92;1079,58;4758,13;12075,8;1;2;4;4;3;2;2;0;0
252;493529;4148104;5;2;2;99321;993;18088A00600026;6;26;1;0;0;;;;;;;;;;;;;;;;;5855960;5,85596;35,22;29,53;1,03;44,03;29,96;1,03;52,27;987,82;984,81;970,48;988,53;982,42;959,51;988,67;;;2;29,87;100,75;1055,18;4775,72;12054,96;1;2;4;4;3;2;2;0;0
256;490444;4151509;2;1;1;97114;971;18191A00700026;7;26;;1;0;;;;;;;;;;;;;;;;;3016920;3,01692;4,29;5,02;0,24;13,26;5,96;0,24;18,11;790,55;790,08;787,39;791,06;789,51;785,48;791,06;;;2;64,3;162,06;859,88;551,77;16112,45;1;2;1;2;2;2;1;0;0
262;505673;4142634;21;11;4;99342;993;18087A00700031;7;31;3;0;0;;;;;;;;;;;;;;;;;3459980;3,45998;5,88;22,43;3,83;85,41;37,87;3,18;109,58;1174,61;1173,32;1163,95;1176,07;1169,17;1146,08;1176,66;;;8;299,65;94,06;6543,92;17727,67;105,57;1;1;3;3;2;3;2;0;0
301;490218;4151652;1;1;1;97114;971;18191A00700023;7;23;2;0;0;;;;;;;;;;;;;;;;;2419910;2,41991;4,92;6,43;2,36;14,87;14,69;0,91;70;742,12;742,32;741,04;744,97;742,45;731,46;750,24;3;90;7;264,02;292,03;914,59;313,89;16377,09;1;2;4;1;3;3;1;0;0
302;490377;4151570;2;1;1;97114;971;18191A00700026;7;26;2;1;0;;;;;;;;;;;;;;;;;3545300;3,5453;5,53;5,92;3,03;9,16;6,51;2,22;13,43;787,96;788,05;785,99;789,61;787,67;784,11;790,08;;;8;331,37;194,47;854,77;474,51;16198,47;1;2;1;2;3;2;1;0;0
303;497619;4145188;13;6;2;99322;993;18088A00800105;8;105;3;0;0;;;;;;;;;;;;;;;;;448698;0,448698;39,4;36,45;1,03;79,21;42,51;1,03;91,89;918,54;912,89;902,29;921,05;909,66;892,19;921,11;;;1;19,48;21,45;81,36;9765,17;7552,96;2;1;4;8;2;3;2;0;0
304;497675;4145141;13;6;2;99322;993;18088A00800105;8;105;2;0;0;;;;;;;;;;;;;;;;;372774;0,372774;23,96;28,21;6,67;50,29;33,46;6,67;79,34;914,61;912,63;902,51;918,92;912,85;890,37;924,28;;;7;257,05;11,16;62,87;9837,36;7495,75;2;1;4;8;3;3;2;0;0
305;497693;4145144;13;6;2;99322;993;18088A00800105;8;105;3;0;0;;;;;;;;;;1,2;2,8;;3,36;;;;428387;0,428387;25,27;23,38;9,03;41,13;26,71;6,67;63,09;916,78;915,91;906,8;923,37;916,55;899,62;925,43;;;7;255,32;10,17;79,05;9851,26;7477,82;2;1;4;8;2;3;2;0;0
