RA,DEC,dis_arcsec,img_possi,img_ps
155.13472,45.919415,183105.91427732,,
144.27669,38.986336,183141.93143372,,
223.58,29.641891,183522.79083863,,
134.22195,25.52569,183588.39361401,,
169.75053,50.25608,183643.95526674,,
137.20485,31.006111,183701.40996735,,
135.79782,28.724787,183774.3863764,,
133.7672,24.8552,184041.11053064,,
231.18045,2.6303215,184424.40892875,,
230.62518,9.2184725,184427.51810755,,
161.92538,48.82589,184516.25676948,,
133.56146,24.764626,184543.99834309,,
134.74869,27.29198,184577.50638294,,
226.04851,25.772842,184741.87099498,,
230.57077,10.278109,184761.83290066,,
159.57565,48.192326,184817.13544306,,
165.29019,49.848686,185094.15666955,,
224.18987,29.582518,185122.92817028,,
134.57663,27.34316,185154.80596666,,
131.25476,19.413029,185556.93855752,,
176.1561,51.451828,185596.04816809,,
227.38435,23.4605,185770.92531875,,
157.15382,47.646656,185838.53190387,,
134.4713,27.816317,186166.57483591,,
168.25227,50.75913,186237.58105101,,
139.57701,35.707184,186543.67442794,,
130.3722,17.464924,186616.13524611,,
139.4724,35.66067,186701.70618215,,
141.91844,38.334778,186737.30679326,,
139.4052,35.6265,186794.98727416,,
136.59727,31.882961,186868.35782407,,
141.88022,38.37759,186917.55737112,,
128.06801,-0.1232216,186955.53758995,,
128.07799,-2.236151,187042.2695292,,
201.46368,48.56518,187144.4104139,,
130.98677,20.13479,187163.57695336,,
132.4023,24.184002,187334.11652097,,
231.76205,6.392771,187352.09165728,,
134.73714,29.19422,187518.10165704,,
141.91896,38.700054,187554.33409438,,
232.06647,-2.7474475,187624.02521069,,
164.32242,50.460064,187913.42669263,,
166.41615,50.909786,187920.47941553,,
129.28833,14.579984,187939.67932665,,
129.69804,16.393496,187954.70121151,,
226.48392,27.172668,188009.29137661,,
167.30228,51.16876,188236.57886016,,
168.37509,51.360394,188258.00297812,,
130.46451,19.564388,188284.77263542,,
168.20253,51.34508,188304.24460016,,
130.56877,19.991068,188372.1715113,,
167.70532,51.280003,188373.31326342,,
229.63312,19.469912,188510.33637027,,
131.14012,21.875633,188539.70764969,,
135.94702,31.957983,188737.94246812,,
130.25798,19.39552,188793.38624337,,
231.85712,9.724551,189002.94388566,,
168.81198,51.69598,189183.70450232,,
127.895584,8.184104,189205.95232916,,
131.25613,22.79468,189217.50997149,,
141.68568,39.252846,189306.87809623,,
151.48866,46.260227,189318.70342887,,
148.48871,44.570057,189368.93183665,,
152.63057,46.896614,189502.4727164,,
139.00986,36.582157,189684.6314645,,
167.39864,51.61974,189737.27457281,,
232.45393,6.458667,189838.4606286,,
130.77658,22.154629,190004.2491657,,
166.26111,51.5076,190079.12574328,,
146.82275,43.751953,190083.48359362,,
132.36974,26.332521,190239.33197287,,
128.32744,13.163155,190271.18059139,,
159.09995,49.752384,190343.24751581,,
143.2251,41.115807,190376.30648711,,
132.18277,26.04005,190407.84936668,,
149.93164,45.806038,190421.12340572,,
131.68819,24.966768,190512.68795691,,
128.35713,13.7364235,190542.34598854,,
133.31589,28.545639,190590.64246671,,
129.92984,20.17738,190633.79845219,,
232.93301,3.0894754,190785.19864999,,
156.07037,48.90284,191052.74602304,,
145.56529,43.27246,191134.84566559,,
146.39745,43.86633,191143.58522998,,
145.08138,42.9518,191228.31911131,,
126.875946,-0.2856995,191248.51803729,,
167.41913,52.07039,191285.42300568,,
133.88878,30.099586,191325.60040418,,
167.15884,52.069923,191442.17509606,,
155.05022,48.633488,191474.756776,,
156.44685,49.404858,192169.5457164,,
126.88664,6.4836535,192196.36046973,,
126.73077,4.648434,192275.04208381,,
141.449,40.34727,192290.03841779,,
128.20113,15.604236,192392.68183661,,
232.82521,9.82472,192455.21449504,,
233.41922,3.0731416,192529.24534123,,
135.47931,33.42307,192532.40486363,,
228.6061,25.874048,192568.08658996,,
230.49335,20.757359,192586.87630314,,
227.76523,27.771955,192620.67970917,,
233.04663,8.43514,192641.30830748,,
160.24298,50.869167,192825.45725705,,
131.28192,25.87616,192909.42869682,,
183.13065,53.54412,192986.15505244,,
129.51982,21.260855,193058.37405621,,
229.3613,24.46637,193117.45382104,,
126.37324,-2.423016,193192.13310562,,
126.740135,8.200004,193305.22511459,,
129.10202,20.170675,193317.76583448,,
233.41563,7.0600405,193454.66779221,,
126.2668,3.1660295,193670.406486,,
138.74522,38.354225,193951.82347416,,
207.5357,48.331406,193959.40180789,,
146.86363,45.3199,194142.13595322,,
230.84157,21.186682,194145.07586002,,
130.32924,24.539808,194161.28905068,,
138.62445,38.418064,194362.77079922,,
168.17778,53.14872,194595.46336698,,
127.14143,13.618644,194648.84200601,,
162.09857,51.95356,194736.94759669,,
205.18542,49.66749,194932.56409407,,
141.506,41.57618,194982.65330495,,
150.36871,47.656036,194983.96010048,,
166.80219,53.085186,195169.50815456,,
126.24554,8.505161,195174.16733491,,
135.10135,34.390648,195226.25215146,,
125.77853,-2.6492116,195356.11438584,,
128.19363,19.248203,195425.31741307,,
141.4571,41.753613,195493.04797921,,
139.46275,39.85818,195518.76535801,,
144.4546,44.30648,195804.52933173,,
144.86566,44.620102,195846.60823107,,
145.0292,44.741646,195860.68322363,,
131.08095,27.684052,195896.81385836,,
146.2869,45.635117,195963.84744073,,
146.0935,45.56274,196106.8919232,,
155.81941,50.46171,196191.03740183,,
125.58128,3.8068368,196232.8120582,,
130.80469,27.534563,196513.73597913,,
234.43565,4.942217,196516.12725482,,
125.452286,3.2888577,196613.56269104,,
125.87997,9.142885,196721.45089076,,
125.72666,7.731308,196729.51061739,,
130.13123,26.388693,197040.93372622,,
131.46126,29.3374,197086.86229604,,
232.15558,19.838083,197108.78779487,,
125.46623,6.012301,197128.72409702,,
125.25698,3.1757152,197298.70348464,,
125.46138,6.6049824,197312.52559072,,
234.81505,-2.2970612,197451.01075624,,
133.20953,32.77261,197468.1785108,,
125.21695,3.674205,197518.08779239,,
131.25317,29.313055,197651.92299251,,
125.17216,3.5457487,197658.33757539,,
234.72913,5.3970175,197670.88736274,,
153.79074,50.156364,197685.97019632,,
150.37726,48.62412,197741.37718743,,
232.26071,20.175835,197764.32480226,,
125.251236,5.6017694,197790.91340289,,
148.54283,47.727577,197944.59037268,,
129.16287,24.731892,197993.95506869,,
126.2402,14.005813,197994.85606961,,
146.95558,46.823803,198002.53129549,,
125.08651,3.8792498,198020.3484326,,
231.42134,23.168447,198070.2535438,,
137.71747,39.303074,198273.46327304,,
133.50877,33.758636,198300.97009725,,
137.9496,39.597088,198353.11716702,,
132.07227,31.3617,198353.97329938,,
138.8738,40.587074,198386.28862435,,
143.76997,44.862442,198458.05759896,,
143.11916,44.44335,198629.78372496,,
125.19771,7.83938,198644.82273881,,
132.69423,32.70824,198757.64257781,,
149.80371,48.709564,198814.84839516,,
142.75116,44.243755,198837.14965159,,
134.11995,35.007915,198846.96272437,,
142.73317,44.24967,198885.7318361,,
142.74403,44.39856,199227.71245556,,
128.77188,24.760225,199237.45712464,,
233.38406,17.575043,199248.58888042,,
158.11702,52.273247,199449.09433837,,
233.87376,15.617954,199451.33384643,,
151.35014,49.684822,199456.46220803,,
125.13598,9.466363,199480.60730083,,
156.64742,51.920757,199844.51186977,,
151.50787,49.9013,199878.18091115,,
130.52124,29.562061,200114.44307501,,
233.43015,18.528133,200171.61116182,,
125.18611,11.542557,200256.56799819,,
228.93326,30.751705,200260.10995163,,
128.8553,25.925125,200346.0588093,,
147.4323,47.988934,200392.95129333,,
233.58334,18.28103,200478.84252814,,
133.18207,34.605503,200588.794883,,
137.97498,40.69805,200601.76895941,,
128.5287,25.299921,200611.55031048,,
155.10039,51.672142,200772.42095815,,
124.860756,10.234661,200778.79688769,,
137.21965,40.00967,200858.76492916,,
125.373024,13.984871,200965.9803286,,
175.50084,55.719414,201022.84806116,,
126.27965,18.549835,201153.77699141,,
124.64404,9.316447,201155.62689559,,
138.97282,41.978516,201195.80274688,,
125.426926,14.835136,201313.97727017,,
129.10136,27.42749,201448.73831618,,
128.45714,25.86596,201493.12307348,,
148.2261,48.8803,201628.9862964,,
132.26367,33.84247,201748.56343367,,
140.07732,43.35252,201982.46440814,,
141.70622,44.729282,201999.97400164,,
233.4431,20.668758,202074.40960992,,
140.96979,44.164207,202084.39663041,,
128.07506,25.620544,202378.85667589,,
129.12337,28.328217,202535.52215335,,
125.27252,16.01996,202631.36376006,,
131.21692,32.63729,202673.53220685,,
183.27116,56.239326,202686.14026039,,
124.13437,8.65241,202703.54908042,,
158.74333,53.503483,202812.75016627,,
131.53479,33.297615,202835.3042252,,
155.16112,52.359886,202838.36936974,,
131.19296,32.701977,202838.68883548,,
158.28537,53.380787,202848.22572175,,
139.79901,43.496807,202874.60078891,,
125.696045,18.291801,202888.82016253,,
138.04866,41.89687,202993.03575325,,
135.59717,39.233162,203040.76928544,,
232.4008,24.925686,203061.8620617,,
150.53377,50.57486,203156.60738817,,
131.0404,32.666367,203202.16187245,,
168.37509,55.66279,203262.62747995,,
128.74356,28.051487,203306.241613,,
131.33359,33.322533,203419.13310746,,
140.57349,44.43849,203502.14776617,,
152.16699,51.415504,203503.80277001,,
131.9711,34.507153,203608.99582623,,
123.904175,8.963287,203633.19448339,,
167.16136,55.605473,203689.55713356,,
128.38403,27.549047,203748.96714117,,
134.82077,38.64842,203751.48334058,,
155.24681,52.7247,203879.09059482,,
132.01154,34.744183,203890.90110042,,
131.25641,33.51671,203932.31947992,,
140.19836,44.312874,203947.59134967,,
152.08403,51.53651,203968.87333392,,
131.6366,34.190212,203982.65432669,,
129.18195,29.55827,203987.12836124,,
156.55257,53.268032,204202.88824759,,
135.54326,39.82994,204336.27022246,,
131.29414,33.87174,204390.26820132,,
124.80886,16.640413,204635.01517067,,
150.12027,50.908535,204682.42987629,,
147.80199,49.771484,204738.17567915,,
130.4848,32.69398,204770.39815073,,
130.46182,32.67529,204805.4784405,,
138.63704,43.337982,204894.62689176,,
123.08637,0.5252393,204894.71486035,,
149.62036,50.74849,204902.44129828,,
150.06075,50.98587,204986.49962595,,
155.68759,53.299343,205201.57890026,,
130.44295,32.908028,205208.58604686,,
130.60005,33.27565,205338.87925093,,
130.5405,33.18176,205357.6556336,,
131.70638,35.151466,205361.50496542,,
141.202,45.750446,205400.01663607,,
130.14749,32.53288,205459.3723247,,
130.60706,33.375496,205472.94935858,,
130.23894,32.71859,205484.1794926,,
125.60469,21.192272,205647.66732747,,
133.84991,38.43637,205689.46758277,,
130.13702,32.670372,205693.04222633,,
128.33054,29.02086,205768.06400362,,
125.09131,19.385204,205777.14836052,,
130.54538,33.486404,205810.91082702,,
130.14957,32.877388,205967.99358855,,
128.01347,28.571127,206130.17632919,,
139.66759,44.80651,206131.40766151,,
123.80789,13.80654,206257.10761343,,
126.64399,25.245617,206379.22132515,,
195.53392,55.949463,206468.49800458,,
128.26,29.421526,206493.65782832,,
134.45985,39.67969,206570.85910847,,
130.9608,34.6934,206585.4989164,,
129.74602,32.62833,206710.81295739,,
149.88818,51.550625,206851.51116303,,
237.43692,2.7013638,206919.25742715,,
133.6278,38.825912,206944.900546,,
134.31274,39.705563,206965.7832001,,
129.58844,32.63518,207157.00583302,,
172.92683,57.27508,207197.42855485,,
188.10042,57.22156,207320.07789097,,
134.51097,40.23806,207523.99908281,,
236.54733,13.93801,207557.64502654,,
129.40819,32.620342,207634.70851482,,
137.9741,43.99649,207711.39171031,,
129.58102,33.02893,207757.33223311,,
234.0594,24.50877,207791.07540795,,
129.51256,32.996216,207897.48804646,,
129.31131,32.685,207997.43523232,,
132.29745,37.654434,208097.51571991,,
133.88448,39.772087,208099.72884431,,
142.65227,47.947525,208176.93956462,,
152.01215,52.953735,208293.45179033,,
129.20627,32.747295,208379.07704604,,
133.58247,39.550583,208398.48701673,,
156.10732,54.464058,208437.98422851,,
158.91211,55.298996,208496.11705463,,
122.10427,-2.3896036,208537.1430776,,
126.248955,26.113787,208552.47975733,,
129.20622,32.891693,208589.42332376,,
129.10971,32.711964,208595.4537167,,
129.26318,33.00432,208596.73272559,,
129.14159,32.830967,208679.7694434,,
129.1526,32.869373,208705.15901397,,
138.14142,44.63171,208774.69141539,,
129.11525,32.879208,208822.76490327,,
129.12497,32.914043,208846.5582299,,
128.93997,32.695164,209042.20717708,,
130.46793,35.53134,209224.47948669,,
128.7993,32.67701,209406.9234264,,
125.07602,23.455408,209465.9529013,,
131.09981,36.782185,209630.2627277,,
128.78136,32.852116,209708.16833065,,
128.8764,33.042686,209720.25229028,,
128.66725,32.75416,209884.36179236,,
133.9259,40.815964,209989.00482415,,
155.87099,54.88281,209996.87100948,,
124.88574,23.425892,210042.91914983,,
128.51805,32.63391,210128.08556333,,
124.228165,21.214762,210146.90286322,,
160.52959,56.298615,210446.26413208,,
140.7808,47.58189,210579.11850087,,
124.51576,22.749146,210586.90865066,,
124.40551,22.573557,210779.41318257,,
132.191,39.0612,210845.64885673,,
146.9705,51.5445,210865.57653106,,
128.19469,32.65523,211059.7229269,,
133.07802,40.34866,211077.75977695,,
128.22392,32.72686,211079.11983075,,
128.18456,32.65383,211086.01711963,,
130.7782,37.179077,211111.20867229,,
133.58559,41.015636,211155.22086081,,
182.6166,58.681427,211383.96281198,,
121.28474,-1.1587512,211400.56601444,,
128.05562,32.667835,211465.52999467,,
127.98406,32.544865,211493.64131217,,
199.35156,56.672832,211595.20093081,,
235.91687,22.407825,211666.75088111,,
121.19594,0.0170649,211694.62153974,,
141.87791,48.910007,211915.12411725,,
128.20584,33.332695,211989.39658487,,
238.8269,3.4156759,211998.44244942,,
138.29234,46.240788,212087.71288409,,
144.9557,50.94869,212216.74462292,,
128.46483,33.982025,212216.90250394,,
147.09186,52.105495,212251.48722167,,
153.19814,54.75361,212385.76324016,,
121.411995,8.802048,212397.07436987,,
152.81755,54.69156,212615.11394193,,
127.58862,32.605225,212684.40299975,,
237.47469,17.122446,212687.87072761,,
130.8068,38.208668,212768.82500813,,
127.76589,33.12484,212913.02939457,,
136.05627,44.6017,212971.96922365,,
122.16256,15.802387,213081.07859629,,
130.30562,37.665436,213117.56097359,,
161.0644,57.23139,213140.51881526,,
134.40216,43.032608,213262.47790185,,
238.87978,8.352448,213285.49402697,,
124.25122,24.703691,213295.04821894,,
239.0028,6.940708,213317.02317439,,
166.20174,58.23817,213322.65558059,,
127.579,33.06189,213344.38733649,,
239.0957,5.763438,213368.08816379,,
127.61303,33.164394,213392.88285285,,
239.13403,5.389456,213427.06974126,,
238.97308,7.796458,213448.04182462,,
238.83318,9.550719,213524.32387841,,
127.949715,33.91346,213525.84962886,,
239.10333,6.4447756,213551.12871739,,
133.93965,42.716625,213653.15881543,,
144.73311,51.393776,213742.27830883,,
153.60147,55.337284,213745.06027802,,
121.559135,13.585759,213913.69221691,,
239.24629,6.1661944,213995.988406,,
176.70717,59.423336,214125.15969264,,
125.256195,28.434387,214185.78404174,,
129.0145,36.313877,214267.75265183,,
239.2323,7.4387555,214268.26266589,,
124.24024,25.660664,214287.90670932,,
136.67651,45.821415,214332.02897888,,
132.43375,41.34308,214431.51883616,,
239.22728,8.356467,214519.80384077,,
237.8747,17.853386,214528.70384204,,
125.22432,28.68762,214572.99521246,,
122.37365,19.238697,214678.93002781,,
123.42591,23.482246,214750.22334569,,
122.5639,20.171928,214753.26953759,,
127.14088,33.200024,214754.83319623,,
129.27701,37.08256,214796.87350635,,
129.54654,37.564064,214879.25599277,,
120.32193,-1.7540324,214897.57341694,,
239.61885,3.851518,214900.86332979,,
120.68354,8.571772,214903.70322761,,
120.67792,8.576394,214925.09738808,,
127.21187,33.55595,215051.27259058,,
129.7601,38.005264,215056.6721698,,
172.65941,59.470127,215088.0180808,,
235.55612,27.05138,215112.47987471,,
122.71272,21.26334,215132.77294456,,
130.42938,39.056152,215144.65336032,,
128.35973,35.78343,215177.6875525,,
239.6949,4.503473,215273.65176407,,
129.72487,38.08697,215279.70117329,,
129.44403,37.66044,215296.32305115,,
239.51886,7.5053425,215306.50017659,,
239.52197,7.502697,215316.83775956,,
129.38686,37.643234,215414.15829652,,
151.83156,55.274372,215480.34294763,,
120.163284,-2.7273624,215547.93500214,,
132.76654,42.35705,215579.70059478,,
135.20836,45.047375,215666.42976049,,
239.73978,6.580957,215855.24962185,,
126.43722,32.600903,215913.64996821,,
120.85125,12.716088,215944.46464174,,
239.63683,8.495885,216016.11366054,,
150.718,55.03901,216047.63857824,,
231.40234,36.760075,216048.8967167,,
239.6724,8.262657,216070.97132774,,
239.6648,8.424112,216093.16785494,,
125.57834,30.9763,216276.84904093,,
120.66267,12.029437,216289.57296109,,
128.9707,37.612705,216427.5076176,,
122.13688,20.563463,216464.07609669,,
123.085625,24.194809,216490.50850899,,
240.07538,4.535574,216642.97299526,,
123.939606,27.279718,216898.6332236,,
126.11358,32.675457,216924.69008754,,
124.41797,28.645933,216941.5685719,,
120.3363,10.924207,216969.97486936,,
127.87235,36.136623,216999.60721922,,
185.40475,60.136395,217017.17258801,,
122.684944,23.408123,217052.45026618,,
122.753334,23.687784,217084.13555401,,
142.00648,51.090683,217192.43809539,,
121.969284,20.860668,217246.41348727,,
139.84572,49.686283,217310.42628992,,
121.88891,20.630974,217332.40396539,,
123.959625,27.801977,217396.4313871,,
240.1972,6.2883816,217420.06168655,,
149.92126,55.193226,217439.53428589,,
239.3459,14.555796,217547.33865704,,
126.416275,33.89014,217712.74779014,,
127.70326,36.366665,217790.97993218,,
122.93868,25.129963,217835.36433053,,
128.7618,38.171703,217852.11425439,,
240.43642,4.1796193,217882.14821441,,
131.61353,42.248505,217996.88290802,,
121.751884,20.926554,218011.59223206,,
141.68721,51.21851,218028.38026334,,
119.45958,-2.4800963,218054.62617505,,
119.89493,10.133001,218223.1932395,,
128.25818,37.60031,218234.6292522,,
128.56068,38.23196,218458.27721241,,
126.79268,35.182728,218489.94168943,,
219.68782,50.538002,218588.99603815,,
125.578445,32.803493,218601.75645293,,
125.52131,32.812557,218774.75289856,,
119.583244,8.6124735,218818.32568459,,
121.43759,20.665737,218844.65243535,,
127.6304,37.108734,219101.72116058,,
125.41839,32.847107,219109.99220081,,
236.63684,27.812426,219221.38886849,,
121.29485,20.668184,219316.54532814,,
155.10733,57.611767,219345.11275003,,
172.53142,60.66535,219377.33470611,,
128.0274,37.967567,219399.54467004,,
125.57431,33.422997,219425.08649339,,
125.58082,33.461895,219458.25055209,,
125.50404,33.54368,219780.6757845,,
125.073715,32.689354,219881.65019839,,
121.161766,20.867308,219905.17727268,,
121.49174,22.25482,219917.40288073,,
125.8272,34.31775,219920.89527735,,
240.74892,8.497472,219962.06686385,,
132.052,43.895172,220104.79069689,,
122.62969,26.548748,220179.55607606,,
146.00177,54.444447,220241.11220776,,
133.4506,45.5134,220280.65312168,,
240.92381,8.369907,220545.32512995,,
150.51552,56.482506,220573.40921992,,
118.87679,5.8081684,220627.08808115,,
222.12212,49.629475,220631.22997746,,
125.5364,34.25322,220635.63547572,,
118.766335,3.4200747,220642.81691788,,
241.16724,5.2561355,220679.2187222,,
122.19317,25.692892,220708.96216611,,
126.03938,35.325474,220728.75955547,,
125.9121,35.252728,220972.39324312,,
133.95049,46.37633,221007.84032377,,
120.82876,21.179148,221235.59294943,,
121.42906,23.632437,221270.08328855,,
120.29692,18.823084,221319.61257042,,
126.79054,37.129856,221325.10411655,,
119.53993,14.660497,221442.38465459,,
119.725266,15.91011,221473.06321646,,
125.65067,35.145405,221534.37642287,,
232.21898,38.949066,221564.59034094,,
240.12274,17.135723,221664.64976161,,
118.72462,8.079059,221711.63707369,,
125.95943,35.90879,221762.49956471,,
118.76699,9.347968,221939.67458833,,
125.90607,35.995808,222028.24235452,,
118.749275,9.468381,222041.07206644,,
133.64487,46.610546,222111.10432153,,
118.55946,7.454701,222133.69628831,,
122.732704,28.784245,222162.06179904,,
118.38794,4.8116364,222196.05495353,,
131.56912,44.45615,222231.09081994,,
118.74323,10.134942,222285.52972581,,
118.52092,7.533297,222290.93002929,,
175.93744,61.678963,222323.4775376,,
118.28137,3.6045928,222406.54925063,,
126.49694,37.34686,222413.08149988,,
119.54352,16.517664,222436.6526934,,
118.25141,3.0050476,222447.30296305,,
122.45544,28.29644,222487.60349483,,
189.83215,61.35371,222524.71390141,,
126.508316,37.44567,222529.22716797,,
118.40484,7.1282344,222603.78234827,,
125.94554,36.496872,222633.23517277,,
241.82248,3.5034213,222767.36935102,,
145.59016,55.177967,222817.39130503,,
118.28974,6.5245347,222875.27309013,,
239.86205,20.37107,222917.06146729,,
133.37051,46.802757,223061.66550279,,
238.9276,24.400654,223071.77885033,,
119.88266,19.394516,223087.44880687,,
120.026794,20.166946,223140.52255983,,
118.33972,8.324288,223147.26238063,,
133.90688,47.388443,223191.3584438,,
118.58566,11.137154,223202.39038695,,
121.41866,25.855825,223285.92180005,,
118.57088,11.267618,223303.72238975,,
119.46871,17.573595,223312.73568451,,
118.09465,5.2991605,223329.58034289,,
118.20991,7.347695,223351.82978062,,
120.339714,21.886637,223375.97508194,,
118.55292,11.497747,223455.24018024,,
118.33399,9.479799,223513.49698445,,
118.205925,8.1289425,223568.60115521,,
132.07448,45.747757,223635.70044598,,
118.18825,8.351066,223692.65156517,,
150.9919,57.71757,223755.54736679,,
120.78508,24.135862,223759.42612573,,
131.73877,45.46039,223789.01562454,,
127.80777,40.44107,223882.16598333,,
125.86451,37.239746,223912.79439806,,
170.7091,61.811295,223968.16213475,,
117.874344,4.9570236,224060.18056077,,
129.84717,43.39656,224109.59995791,,
117.79353,4.0629997,224216.44102863,,
124.19013,34.172153,224260.94079584,,
117.993835,7.976741,224281.619288,,
118.3448,11.826178,224313.36030437,,
125.551,36.998646,224393.0227889,,
117.76271,4.9838104,224464.53793126,,
125.46367,36.961227,224570.68376337,,
122.749504,31.082283,224639.36074943,,
118.621,14.741036,224651.35370885,,
117.918144,8.460394,224682.2491808,,
117.697266,4.9595714,224695.03550258,,
117.91671,8.545318,224711.21812164,,
125.360535,36.98606,224878.56883709,,
117.56624,2.813388,224891.29938185,,
117.58308,3.6099381,224914.65942837,,
128.24437,41.714306,224923.22737009,,
117.558014,2.9713726,224935.83905306,,
119.56899,20.659132,225002.23804726,,
117.55816,3.6407473,225007.80300947,,
117.4992,-1.3402078,225032.25109444,,
130.18132,44.341625,225070.91308167,,
239.59418,24.572344,225340.09188263,,
119.628586,21.471497,225391.11905077,,
165.37056,61.611298,225397.95608814,,
125.919044,38.361595,225408.43327858,,
118.03551,12.538779,225683.12366075,,
142.41411,54.661854,225790.01224674,,
126.105446,39.012978,225901.54833149,,
241.73505,15.029198,226021.26532872,,
133.31226,48.185963,226021.70976291,,
241.79945,14.824754,226142.33531521,,
241.91066,14.0805235,226172.03557816,,
132.84525,47.821674,226197.03047016,,
144.15414,55.79695,226413.82702472,,
242.62627,7.9206314,226472.13524373,,
117.12689,2.8605473,226474.8477848,,
120.175865,25.073038,226499.12020925,,
118.09599,15.321084,226748.55989312,,
127.80244,42.190144,226765.36478114,,
117.11528,5.09125,226801.48880143,,
125.18783,38.04041,226833.04563995,,
143.08907,55.471485,226980.78530866,,
135.39433,50.522594,227111.73138961,,
129.78172,44.981056,227121.27440706,,
118.202156,16.825047,227178.65460935,,
117.00076,5.471391,227275.82708464,,
119.4875,23.41795,227332.56474019,,
118.791275,20.426907,227414.25646316,,
124.77983,37.7908,227542.56766067,,
125.647316,39.34524,227561.48263236,,
132.13531,47.799557,227572.51523228,,
132.59697,48.317158,227699.36497391,,
130.77928,46.45071,227721.81304222,,
117.385414,11.989962,227736.83306971,,
117.50896,13.1539345,227776.22657473,,
125.26745,38.90533,227879.97676125,,
118.78589,21.124018,227912.15208301,,
137.26517,52.32602,227975.80709704,,
168.80537,62.779507,228019.90889876,,
129.35754,44.985863,228062.62682041,,
121.59996,31.146519,228080.24721526,,
141.83379,55.245903,228140.61248749,,
128.87428,44.484543,228238.7814722,,
241.53429,20.115932,228286.50245116,,
142.92824,55.90826,228362.48744943,,
117.12874,11.329757,228390.77210317,,
117.3683,13.4601,228396.31051061,,
116.866394,8.537877,228437.33327625,,
118.46589,20.484804,228531.39227396,,
116.51035,-0.2711833,228563.89241003,,
120.23841,27.69984,228672.27554555,,
117.61322,15.886683,228692.35125619,,
117.02917,11.197406,228693.23503797,,
139.78793,54.287056,228699.23701894,,
132.8109,49.113297,228915.10758354,,
119.32005,24.71603,228915.6142014,,
116.735146,8.63645,228929.89605109,,
119.92038,26.957539,228968.5061107,,
138.90656,53.89555,229085.88385672,,
132.84163,49.285065,229211.09157735,,
119.76954,26.723177,229225.96749525,,
129.1073,45.364025,229294.44017429,,
116.30218,0.3022053,229313.57015491,,
215.7829,56.932644,229421.13015172,,
119.58127,26.340689,229473.96281536,,
117.17882,14.688377,229602.82441365,,
117.80393,19.271523,229954.81938663,,
127.3341,43.4947,230037.41911332,,
143.0874,56.629898,230074.27684106,,
140.402,55.24136,230187.19600915,,
127.71946,44.23621,230408.70591559,,
124.54403,39.388245,230429.13149407,,
190.35638,63.56353,230496.12881252,,
168.1095,63.428158,230549.05299993,,
124.77692,39.886562,230562.35263217,,
128.76036,45.64856,230564.29402491,,
116.41423,11.048388,230803.40185984,,
130.71008,47.996326,230838.51912224,,
127.822266,44.64905,230885.21384098,,
243.82635,8.513961,230890.57607957,,
124.11533,38.99403,230965.0597775,,
120.849495,31.79871,230985.50905009,,
124.233475,39.406254,231247.37406051,,
118.579475,24.695236,231258.53454595,,
244.01097,7.518715,231303.1519027,,
116.44437,12.741439,231318.92958293,,
128.66748,46.04613,231479.72769439,,
125.84753,42.36498,231698.77733673,,
117.539894,20.655632,231712.28848846,,
117.288734,19.360033,231733.81368169,,
215.1222,58.10975,231835.42814932,,
123.75378,39.005306,231912.34639436,,
116.53646,14.888703,231912.71692675,,
115.67204,5.625454,232057.87645721,,
117.46428,20.93041,232142.30459221,,
118.81239,26.651379,232148.18092479,,
125.61894,42.337944,232203.59637773,,
115.569214,4.2924185,232227.55979867,,
116.409065,14.697598,232265.81632784,,
159.56354,62.67075,232269.44663044,,
118.89395,27.111246,232294.24307943,,
130.96931,49.040573,232363.00834777,,
127.82199,45.5317,232416.67801118,,
115.71982,9.013576,232633.83067605,,
115.470856,4.695757,232634.58902109,,
115.58504,7.1133223,232653.32186703,,
123.21006,38.53341,232672.23706603,,
127.39378,45.139862,232689.23189365,,
116.82443,18.564337,232824.21294745,,
115.70762,9.664547,232859.61321678,,
119.4089,29.445658,232862.97388961,,
115.37676,4.8556895,232994.6619437,,
128.0203,46.128506,233030.49331954,,
123.57627,39.485664,233039.88829056,,
115.473045,7.427101,233120.68036176,,
123.175835,38.850163,233192.89246981,,
126.01599,43.566822,233216.96969656,,
120.46877,32.841927,233224.24699168,,
116.57365,17.87752,233287.22447281,,
125.194214,42.386707,233298.36271193,,
126.92252,44.94896,233420.77085848,,
126.67295,44.66024,233500.00256074,,
125.45433,42.976746,233597.71721659,,
115.162125,3.6896336,233617.13923021,,
117.97502,25.311365,233673.30267431,,
115.15748,4.4681973,233727.39957914,,
140.04596,56.44571,233754.14826331,,
117.056435,21.4538,233833.12124488,,
124.91878,42.353287,233909.19367064,,
244.81721,7.14984,234095.46297807,,
115.86773,14.855957,234206.38068191,,
123.935165,41.002193,234298.56798036,,
131.65785,50.70496,234379.140108,,
146.77931,59.799603,234410.2880226,,
116.82318,21.407288,234571.0763747,,
115.50928,12.8560705,234626.94076967,,
245.14326,3.1981223,234664.53027821,,
117.60364,25.163055,234736.18458358,,
114.84702,4.107715,234796.01995617,,
114.80335,2.9300554,234832.53939476,,
126.3338,45.145115,235074.74838794,,
114.97442,8.331606,235104.86418294,,
117.56659,25.576794,235179.15563473,,
119.76376,32.770336,235182.07119633,,
115.275024,12.202801,235204.93413265,,
114.82125,6.3425965,235227.05643194,,
125.46343,44.031967,235248.68455062,,
125.69661,44.383904,235275.77169796,,
