RA,DEC,dis_arcsec,img_possi,img_ps
254.01968,35.35887,277290.19809027,,
103.894615,21.043148,277375.45344201,,
104.261284,24.532732,277379.02901811,,
103.11294,9.124647,277401.22850183,,
108.54132,45.27625,277451.02377602,,
103.4858,16.684427,277531.11976073,,
103.06399,8.988579,277557.22015262,,
257.013,6.960737,277597.35448662,,
257.1148,3.9771495,277726.90389059,,
104.33608,26.164227,277774.22645089,,
107.25392,41.627007,277885.99971783,,
102.83952,4.8122973,277943.43542865,,
256.75873,14.856003,277952.33852632,,
102.7753,3.032542,278074.41027296,,
102.80323,5.10199,278094.07063281,,
256.7007,16.729538,278183.76696978,,
103.12167,14.541229,278300.85039546,,
113.35713,56.45521,278442.00751856,,
107.053474,41.70654,278471.6068246,,
108.05652,45.064373,278474.77421736,,
103.58235,21.468779,278554.3148674,,
106.88929,41.22607,278563.11574248,,
257.35556,5.811947,278717.84966195,,
111.820694,54.195812,278785.94792885,,
107.97946,45.25748,278821.61892025,,
109.06224,48.338463,278861.05744829,,
103.413246,20.783537,278907.42275154,,
102.65648,8.78929,278980.43962065,,
104.1075,27.343752,278985.57680073,,
102.53033,3.8024402,278991.72186697,,
106.923134,41.97737,279008.82904286,,
103.920654,26.138838,279098.39996045,,
106.60372,40.9918,279159.30308352,,
125.43167,68.173,279188.49917211,,
257.55862,4.391281,279344.61050804,,
257.51447,6.6061516,279355.29336658,,
102.85888,15.335637,279383.05466194,,
179.61192,77.61927,279430.41059965,,
104.03793,27.977215,279469.51706442,,
109.65779,50.51266,279532.09850134,,
257.17413,16.002184,279644.71831672,,
103.669556,25.487843,279658.38555353,,
103.22233,21.358515,279721.97378127,,
103.483116,24.048857,279743.25451526,,
102.42227,8.624005,279793.38422972,,
128.44948,70.02046,279838.7654531,,
103.75023,26.695127,279862.70955511,,
125.72385,68.685646,279888.71968472,,
103.52653,25.017536,279947.81672572,,
103.845116,27.69316,279961.50451479,,
102.316025,7.835923,280082.71397029,,
102.59969,14.460121,280100.48673804,,
110.82807,53.587383,280135.46789855,,
257.82315,3.3653026,280240.08968434,,
103.4497,25.270742,280289.32627025,,
112.30752,56.363,280304.85724011,,
157.12718,76.81689,280331.85719689,,
108.98623,49.8027,280363.31264481,,
102.2298,7.6353645,280369.03438826,,
106.66457,42.9787,280401.37488254,,
102.119705,-2.5274127,280412.14811758,,
109.02746,49.99769,280449.71617324,,
102.1284,4.7993855,280493.16620478,,
103.73081,28.532572,280669.16536694,,
106.61775,43.20627,280685.87923882,,
104.01232,30.657562,280720.6457426,,
118.70651,64.30902,280733.22047197,,
103.13083,23.575514,280736.27461297,,
103.309494,25.26592,280741.68535154,,
248.84851,54.801113,280783.21809007,,
104.24345,32.34294,280808.42542782,,
109.63944,51.81612,280829.30488568,,
103.51351,27.233467,280829.5362382,,
103.48136,27.044216,280857.76899517,,
258.03375,-0.1328762,280921.61755984,,
102.969185,22.574354,280943.34575415,,
102.15358,10.19391,280948.07003403,,
120.146576,65.65678,280989.40114924,,
108.89723,50.27631,280996.06506865,,
120.68293,66.10193,281050.70269567,,
103.11933,24.48564,281083.62484047,,
102.20286,12.37739,281105.9440986,,
157.30902,77.07191,281116.36742044,,
103.323364,26.467373,281141.2644974,,
102.821785,21.809393,281195.58533767,,
101.853584,-2.0822165,281355.68227721,,
257.76636,14.732418,281428.08010416,,
158.93474,77.32186,281454.49522115,,
102.096596,12.330621,281471.49338266,,
103.21449,26.652609,281559.84063094,,
101.83929,6.2244635,281633.42494485,,
101.98104,11.7559805,281785.96969695,,
114.46639,60.665947,281856.90010088,,
114.61115,60.879036,281904.4422714,,
101.707726,3.176205,281917.84557593,,
102.01664,13.504582,281953.27727158,,
257.89307,15.213894,281964.49312747,,
103.38035,29.12289,282012.46633253,,
109.886024,53.574482,282051.41340068,,
103.73309,31.75213,282073.56010351,,
258.25244,8.081594,282134.67851128,,
161.85188,77.7714,282198.30552744,,
102.862755,25.33177,282212.01067258,,
101.678154,6.2659917,282213.30862914,,
103.760506,32.266884,282228.86784318,,
154.51149,77.139046,282272.85957961,,
103.90111,33.42069,282357.09360729,,
102.39211,21.107033,282424.18627409,,
111.15488,56.336384,282457.00085227,,
102.849304,25.936363,282469.31395193,,
102.574615,23.625965,282580.0780869,,
127.18713,70.766685,282655.23852158,,
102.08194,18.407013,282761.31836448,,
105.79972,43.164158,282762.28521191,,
103.6665,32.886196,282802.04846025,,
124.24348,69.393326,282878.11734054,,
101.45461,4.907308,282916.5961858,,
101.73368,13.78756,282992.4361424,,
101.37428,0.1442267,283052.72346205,,
103.61952,33.20085,283091.21825854,,
102.70835,26.686226,283191.90838077,,
103.49436,33.052204,283395.41387821,,
101.26236,4.1302953,283562.17658551,,
114.446754,62.02814,283706.12420747,,
103.38772,33.16559,283767.1177038,,
257.23218,28.895962,283837.37204292,,
258.69296,9.316102,283838.48622126,,
105.60425,44.008045,283840.73180479,,
258.85626,0.8029889,283886.52619776,,
101.885185,20.51687,283963.16656338,,
115.35339,63.235897,283976.02299455,,
103.16797,32.226505,284000.01468623,,
101.40375,13.389691,284076.78820012,,
102.4191,26.684246,284116.96133726,,
101.3984,14.016844,284203.20935715,,
102.58544,28.471527,284246.02788941,,
101.12357,8.584272,284409.37931389,,
101.12149,9.118166,284474.89040002,,
101.99768,23.987679,284587.0414117,,
259.05508,-1.230548,284607.48712182,,
101.4385,17.017319,284647.07990493,,
105.161934,43.566452,284672.65024424,,
102.2295,26.619326,284701.2947265,,
109.72362,55.865833,284701.70921626,,
105.237686,43.9518,284735.267979,,
101.395905,16.79128,284745.84207974,,
259.0798,4.283175,284798.4194898,,
101.78226,22.597681,284881.66435485,,
259.07428,6.173799,284898.30822238,,
182.6323,79.14912,284978.54910996,,
102.71735,31.35982,284993.76882948,,
101.649506,21.417963,284994.35576705,,
101.521454,20.441492,285167.01608668,,
101.08026,13.88858,285291.34697235,,
104.94213,44.06023,285559.35548251,,
101.96429,26.755335,285597.33003207,,
101.49301,21.791475,285617.75990309,,
257.2272,33.486324,285748.11139648,,
100.77514,9.874681,285790.88627931,,
102.77945,33.684376,285817.06228724,,
103.13282,36.139538,285936.74621822,,
101.96107,28.076664,286069.4280745,,
109.49997,56.924427,286213.10026945,,
101.058426,18.494858,286269.68826705,,
108.32554,54.692898,286308.29157772,,
100.54096,8.332504,286457.63509179,,
102.09941,30.732595,286632.9167052,,
106.335075,50.228184,286684.12093949,,
100.412285,7.183763,286813.26166663,,
101.091286,21.31595,286833.97974198,,
102.996056,37.226864,286865.31617487,,
100.30427,2.9170334,286953.21745782,,
101.6146,27.520884,286973.75395788,,
101.40493,25.715704,287055.261133,,
102.97413,37.61811,287122.85630557,,
101.56852,27.772118,287205.73576179,,
205.8021,78.651825,287265.6701774,,
194.81316,79.45549,287315.09749,,
118.94237,68.597404,287382.61064102,,
245.8907,64.48049,287511.48133033,,
109.1719,57.62014,287534.57644895,,
259.76752,8.289632,287552.02682732,,
112.34294,62.55717,287675.57248352,,
192.96727,79.66455,287751.25807013,,
100.17493,8.899943,287815.88276828,,
259.24054,20.833973,287825.81571539,,
257.834,34.604977,288039.14621993,,
110.38439,60.139496,288047.07733224,,
114.77294,65.63695,288166.27263811,,
107.308685,54.567577,288243.65935073,,
102.00117,33.95702,288246.66914328,,
186.04214,80.014404,288253.58486597,,
102.49158,37.158916,288265.5706583,,
103.83067,44.17763,288461.38365185,,
103.14982,41.218468,288528.42291435,,
174.74164,80.145004,288672.80163466,,
100.55601,21.58086,288689.66158368,,
102.58925,38.663322,288724.09843533,,
108.25446,57.262924,288890.64819067,,
131.50606,75.19016,288890.74012149,,
111.06413,61.909473,288923.91946207,,
100.349556,20.24383,289066.12176675,,
187.26085,80.23147,289118.02343197,,
111.227196,62.307137,289127.14812027,,
108.05649,57.146763,289151.65977057,,
101.25387,30.80624,289261.74609394,,
100.308205,20.533026,289271.34885985,,
101.25863,30.919395,289288.48764078,,
101.176865,30.2825,289310.2522733,,
110.02473,60.761654,289338.12808819,,
120.960236,71.04934,289377.5337382,,
107.32729,55.890087,289387.95060673,,
103.8763,45.93472,289434.73200916,,
101.566895,34.00818,289555.64958455,,
155.24115,79.454735,289561.16904999,,
100.18687,20.185516,289601.5277273,,
100.6033,25.78151,289665.29980064,,
107.68827,57.00803,289716.61066105,,
100.32974,23.107487,289825.29474132,,
184.18918,80.486374,289843.29679045,,
99.89465,16.71319,289898.18896783,,
99.793076,15.58169,290052.66457042,,
99.83023,16.54356,290089.78460795,,
101.32,33.541515,290101.95282193,,
105.88231,53.38255,290179.82103238,,
118.09606,69.767845,290256.03016406,,
105.75184,53.565388,290598.5070364,,
101.45429,35.753826,290612.85223526,,
100.08682,23.177874,290645.31626209,,
115.16927,67.80611,290719.05118847,,
103.13886,45.04998,290731.15761302,,
258.90256,33.65786,290810.9848313,,
260.74838,6.2377024,290893.06529464,,
99.76345,20.460344,291088.61186419,,
260.8565,-1.5011885,291094.79441938,,
100.98336,33.577637,291119.98981033,,
114.366,67.46335,291246.87234536,,
101.240524,35.963406,291320.37319818,,
258.78683,35.801758,291332.37515609,,
108.53769,60.31231,291385.5947201,,
192.70781,80.718185,291410.93779465,,
114.48087,68.084465,291969.17791862,,
99.958046,26.718796,292011.74100164,,
109.63638,62.65493,292032.34104795,,
109.59004,62.61899,292066.40608826,,
109.24769,62.1872,292147.82151588,,
261.1637,4.2264557,292276.51700103,,
102.352356,44.321217,292307.05092207,,
193.40843,81.01391,292538.87956884,,
260.8043,19.010721,292715.4671488,,
103.923904,51.214767,292790.08737561,,
115.04414,69.1573,292814.24109536,,
108.89588,62.349407,292882.24871529,,
157.71312,80.67099,292944.36147467,,
103.75459,51.087772,293079.43350177,,
108.50589,62.059437,293209.97901635,,
100.47741,35.462624,293336.47354104,,
261.49966,-2.3312538,293424.29017416,,
104.12524,52.804955,293458.08190298,,
116.66118,70.89354,293594.87792532,,
103.84945,52.25071,293663.66739597,,
122.541374,74.397,294052.2149572,,
101.91254,45.887405,294260.58168217,,
108.12788,62.648434,294412.56879219,,
100.2038,36.214897,294418.12828383,,
101.77105,45.850956,294591.77469336,,
98.14071,-1.1107165,294698.98793077,,
259.71274,37.69856,294756.46603632,,
100.39511,38.57568,294806.59383948,,
261.89313,4.214638,294894.72003978,,
100.06214,36.656277,294993.8413128,,
118.794266,73.1282,295070.56013973,,
102.99547,51.75528,295194.00796186,,
100.21189,38.99736,295489.19493208,,
102.86156,51.984673,295633.67147621,,
102.71237,51.677395,295766.10769826,,
97.813705,-1.5588413,295881.13723687,,
97.75207,-1.0142651,296096.94743941,,
101.11772,45.93509,296255.29807007,,
180.79211,82.35423,296477.87406678,,
116.771225,72.835304,296499.73934874,,
100.653946,44.04903,296510.38238471,,
215.60458,80.64354,296655.21598731,,
119.84674,74.664696,296772.30836764,,
124.8403,76.88646,297189.48643916,,
262.48544,8.709297,297261.28608562,,
262.56342,3.202279,297270.35061179,,
100.73048,46.21844,297353.59143079,,
262.44864,12.394744,297452.29524882,,
262.53683,9.662697,297515.88117946,,
209.92674,81.6061,297834.57359243,,
180.47983,82.736275,297851.51192207,,
113.72843,71.6922,297857.52892999,,
100.18871,44.761917,298024.67086724,,
262.32816,20.159496,298082.63799945,,
262.72916,9.102514,298156.34862303,,
262.72977,9.099397,298158.29013939,,
173.8504,82.78468,298175.10818975,,
100.05812,44.501526,298239.95324255,,
97.127335,-1.6378295,298352.1308083,,
102.11505,53.908012,298433.21848125,,
97.101944,-1.0465274,298437.28832136,,
101.72413,52.570457,298460.72039132,,
262.74728,13.507573,298616.15078653,,
262.50616,20.479433,298736.10534469,,
262.75125,14.609833,298752.58603274,,
262.9897,4.414777,298838.17433736,,
262.8923,13.515011,299124.34190711,,
134.87111,80.19677,299162.57799,,
109.33044,68.82947,299283.02745308,,
110.62165,70.16829,299295.36649971,,
263.01724,10.820682,299311.19445057,,
263.03018,10.559645,299335.63316613,,
262.9225,16.079973,299522.64294429,,
262.92828,16.519783,299597.71935958,,
262.96164,17.065855,299782.86464991,,
263.02188,15.600517,299808.58044009,,
205.43701,82.590096,299922.79057553,,
263.2432,9.003075,299976.57003985,,
101.49959,54.463177,300045.51050016,,
263.1614,14.81677,300203.37054099,,
112.480934,72.591515,300351.52072528,,
263.43658,5.935888,300498.92999697,,
100.12754,50.322136,300794.01378362,,
96.441536,-1.633484,300819.9338849,,
101.18683,54.77083,300867.68748909,,
263.5651,5.274306,300932.85466378,,
101.54693,56.44526,301131.85086156,,
99.835556,50.811886,301693.06166484,,
108.82413,70.465935,301703.02321137,,
263.85272,-2.517649,301891.23567405,,
227.30977,80.95168,301963.53504836,,
108.50029,70.524605,302138.00367548,,
113.08673,74.56273,302431.4473823,,
215.40915,82.949036,303329.17329705,,
264.15207,14.796771,303647.91513481,,
183.2621,84.35313,303704.31394426,,
120.791084,79.005714,303830.90882819,,
264.20847,15.363875,303898.01060631,,
99.86438,56.074,304247.70524565,,
264.47092,7.828443,304281.38669042,,
264.55835,3.2950852,304442.54454187,,
264.54434,6.174746,304473.91083629,,
263.19302,37.48512,304571.8975764,,
264.7273,-1.2037435,305022.48087965,,
264.45126,20.685831,305315.98267475,,
196.53773,84.71297,305756.1568976,,
264.94376,5.430173,305879.43507094,,
264.9576,3.833011,305888.07009954,,
264.97293,2.94797,305926.55880286,,
264.8828,11.347471,305939.12458717,,
167.297,84.89645,306078.07944862,,
265.1535,6.958556,306681.42076732,,
265.19568,-2.3229303,306718.6939132,,
265.22382,-1.9783679,306816.02472299,,
265.23077,13.340348,307295.08539337,,
265.16196,17.65395,307405.11626564,,
265.4396,6.202541,307678.86652152,,
264.69333,32.080654,307819.68915336,,
265.5673,8.051989,308199.9110992,,
264.59,35.964478,308244.58720203,,
106.90369,76.013054,309492.1932578,,
117.02396,81.112274,309508.59720073,,
179.36671,86.0259,309694.11531435,,
100.77521,68.98993,310163.73318861,,
266.27493,-2.08984,310598.6800574,,
100.4507,69.64595,310977.91609553,,
127.072945,84.1932,311411.87441851,,
99.30399,68.56295,311805.14618301,,
102.47646,74.2847,311923.38310761,,
266.48505,20.831625,312174.30555761,,
266.80185,-0.1903783,312486.72362267,,
157.0336,86.56189,312604.9393921,,
154.87692,86.56045,312790.23495439,,
125.29138,84.65299,312889.80966809,,
201.07642,86.71114,312952.95942851,,
266.86627,12.318146,312978.54277847,,
128.52768,85.0863,312989.72629211,,
266.73358,24.091269,313266.11901329,,
128.5437,85.25308,313359.16315125,,
116.222694,83.40763,313532.14413525,,
126.312805,85.35251,314099.09518948,,
266.764,34.896603,314446.82747217,,
92.62269,-0.8254667,314559.29654885,,
267.45554,8.960681,314951.81047303,,
92.49891,-0.3333354,315004.07634037,,
126.49457,85.885994,315196.44644166,,
267.66107,3.1158009,315592.30625149,,
100.21215,76.73513,315606.7257535,,
267.6467,20.158224,316047.3346135,,
267.4315,31.91083,316151.55711488,,
92.12068,-0.2980117,316365.65531572,,
267.91165,1.8657374,316485.92735967,,
125.263054,86.38649,316493.02869939,,
267.9241,2.067854,316531.62873547,,
267.9055,19.631392,316898.26391066,,
268.0114,9.492786,316939.11069384,,
160.91325,87.97225,317101.56928445,,
268.05905,13.939503,317218.43046362,,
268.22937,14.6677885,317833.53068032,,
268.39362,11.526759,318333.69551934,,
268.4231,7.1062303,318366.77758055,,
268.42572,14.405256,318510.81611911,,
91.511284,-0.6855977,318559.76718979,,
268.43604,20.250277,318717.83062677,,
268.4873,14.463907,318726.91937986,,
268.53748,7.049888,318774.74227064,,
268.53143,13.153004,318851.87312257,,
268.53894,12.175096,318858.51438316,,
268.56964,9.866122,318926.8733782,,
99.506874,82.04642,319285.58572918,,
106.4484,85.67882,319599.06215955,,
268.72437,16.81809,319604.18200389,,
268.77292,8.924348,319635.99799836,,
268.81912,3.58119,319757.13447661,,
268.8092,15.34414,319865.95162112,,
268.89044,17.770248,320196.18771381,,
268.90503,27.847292,320514.64227096,,
268.9262,28.662004,320608.04897462,,
106.61124,86.75366,320660.6547076,,
269.05548,16.33238,320736.95248492,,
269.14825,3.1824956,320938.42928258,,
269.11383,17.672411,320960.35239274,,
269.1542,16.070774,321074.12057899,,
269.207,9.312967,321182.83113904,,
269.22375,15.51318,321307.31245196,,
269.25974,4.223953,321342.30297439,,
107.79607,87.70536,321475.89292562,,
269.30066,3.9979682,321488.50288248,,
269.41318,13.098371,321942.41335745,,
269.42828,2.6513288,321944.01130539,,
269.37808,33.05133,322123.39454843,,
269.50372,9.023351,322235.50270393,,
269.50952,10.324049,322262.85999108,,
269.5193,4.9936104,322276.04849511,,
269.56094,2.8949783,322421.40124119,,
269.63757,8.095099,322708.25306272,,
269.78278,2.7015774,323218.8771275,,
269.8456,5.390371,323446.61806036,,
269.90366,15.548267,323665.86804084,,
269.95618,29.915922,323863.26716532,,
270.1776,3.8515007,324637.9159973,,
270.17923,3.8500164,324643.77186682,,
270.48996,30.517376,325519.51342564,,
270.4979,30.45227,325545.17088916,,
270.47012,17.125414,325617.3922172,,
270.50415,3.98468,325810.55257173,,
270.53632,6.7084107,325917.5327479,,
270.69485,24.142275,326282.65455477,,
270.76834,26.582603,326473.61317367,,
270.80576,24.073233,326648.42949119,,
270.86874,20.030727,326938.2675675,,
270.93063,26.989769,326985.35515473,,
270.908,8.352345,327234.12659442,,
271.16388,27.01359,327732.78456672,,
271.127,9.428596,328002.38242538,,
271.39313,33.365585,328188.51845249,,
80.99109,82.236694,328363.25456421,,
271.39874,29.298029,328391.25372519,,
271.2987,17.175201,328466.79664705,,
271.39438,15.23092,328843.41495238,,
271.57843,17.516283,329418.80367781,,
271.50702,2.2488632,329421.09257412,,
271.86786,28.50381,329908.97457612,,
83.78053,73.825096,330225.92184084,,
271.8017,16.150091,330230.07452207,,
271.91473,18.978743,330518.18978513,,
83.47999,73.2506,330750.93345086,,
272.1664,28.57253,330848.8400076,,
272.26508,32.565094,330871.75585735,,
272.41263,16.176115,332341.41805618,,
272.44394,17.784702,332377.49024134,,
272.45734,14.838882,332551.22206406,,
272.6936,27.188963,332624.82486442,,
86.430145,47.77963,332632.9203575,,
86.47001,47.17701,332635.11474057,,
272.46414,12.938862,332645.53400411,,
272.75674,26.897837,332849.90422051,,
272.63394,17.866245,333024.60922633,,
272.77026,16.95943,333538.91185385,,
272.71783,4.2182946,333757.66322282,,
272.83713,17.097137,333761.95746425,,
71.2994,81.42077,333869.31479084,,
273.22488,30.743225,333976.66105575,,
273.25497,30.85793,334057.70293806,,
86.02146,45.195755,334088.96172641,,
83.70763,63.066887,334244.0630374,,
272.92697,12.90188,334270.84824616,,
85.47676,49.54003,334560.38073199,,
85.24163,49.01188,335228.33032579,,
84.24941,56.802616,335321.5940559,,
86.34819,30.516348,335323.5378642,,
86.46151,26.707663,335378.04009035,,
86.02139,37.26725,335395.16015959,,
273.64417,29.573547,335408.02895097,,
86.49061,24.338835,335509.73985583,,
86.59956,19.414639,335544.75030947,,
273.72247,30.087788,335593.18029386,,
273.48752,20.989632,335721.0535578,,
86.423546,24.237427,335739.02368723,,
86.60489,15.769351,335761.87881819,,
273.4649,19.012203,335792.42930103,,
273.3793,12.445765,335879.27633442,,
84.83786,49.85468,335971.96079906,,
273.90137,30.9106,336047.66821685,,
273.54813,17.212864,336200.4943314,,
86.53589,4.3766184,336434.38669344,,
273.54584,8.116722,336636.98923606,,
85.86541,29.260366,336982.67516792,,
85.92699,26.440308,337126.88901827,,
86.297226,8.794706,337173.04455022,,
85.34379,38.03747,337196.63935123,,
273.83182,15.803723,337272.38698624,,
85.98639,23.217625,337277.14071294,,
85.79063,28.764412,337281.07692317,,
79.083435,69.92431,337418.03142303,,
83.593254,54.129215,337496.21357115,,
84.21803,49.036163,337632.78508906,,
85.84347,23.737612,337695.62305161,,
85.61625,29.348227,337752.82612629,,
274.02344,17.491846,337813.5947156,,
85.27044,35.354053,337881.3209012,,
274.03122,16.61392,337905.60551917,,
274.09317,18.21597,337995.78067641,,
274.035,15.131009,338021.61421018,,
85.53342,28.973177,338063.91070671,,
274.10925,15.755958,338236.56973681,,
85.30178,31.7575,338376.87260502,,
85.56468,25.560076,338401.81772952,,
85.408394,29.302797,338411.016927,,
85.477356,27.498688,338438.85193087,,
276.35037,50.600597,338492.83229297,,
85.2097,32.22243,338584.22879841,,
85.81897,13.813725,338615.62813299,,
85.34609,27.554216,338850.21778288,,
274.4649,20.305328,339072.92923847,,
85.36401,25.316675,339083.65065777,,
274.49518,20.129484,339192.3178559,,
85.23923,26.478815,339337.38566905,,
274.3706,11.505728,339417.38217672,,
84.705696,35.810024,339448.96974907,,
274.50336,16.105804,339574.55140882,,
279.96518,64.13064,339588.88945836,,
83.466,48.141724,339677.36098226,,
83.01865,51.091534,339761.70092311,,
85.46527,14.487479,339804.89505162,,
84.75287,32.33295,339954.51155031,,
84.368095,37.84998,339999.70666664,,
274.74036,19.165306,340117.47088421,,
275.54553,36.026146,340137.04402564,,
85.48816,4.119083,340200.58131371,,
274.61066,12.054923,340231.58008712,,
275.46555,34.295063,340247.40374527,,
84.86128,26.871067,340497.40574044,,
85.41567,1.0856214,340500.6192419,,
274.92755,20.720339,340589.21630554,,
274.7322,12.618719,340623.52047916,,
276.16623,40.720848,340810.26682967,,
275.26,27.357471,340813.13420036,,
84.76786,26.540298,340846.11545438,,
274.7855,10.809585,340921.41412956,,
274.8804,15.480018,340930.62138814,,
85.14292,14.197359,340950.19814274,,
274.8685,14.584342,340960.56059609,,
84.76284,25.42511,341023.35330323,,
84.138565,35.990776,341062.8878223,,
82.556496,50.087746,341164.55633649,,
84.78829,23.125069,341250.93185791,,
274.9601,14.940561,341251.26806385,,
82.77977,48.132114,341322.48686535,,
274.98096,12.559313,341501.33637537,,
84.98397,13.062065,341589.32850341,,
274.9538,4.755402,341772.13832509,,
84.906876,13.4968605,341827.59379281,,
275.13126,14.931645,341847.20198749,,
84.94058,5.0886707,342141.93804955,,
82.7313,45.416893,342342.90706234,,
83.846,33.326275,342500.45456785,,
84.229805,25.775337,342699.94530893,,
275.227,4.811526,342750.7047008,,
83.79885,32.691463,342777.06720565,,
84.09908,27.417923,342849.98865114,,
275.46347,15.10168,342987.28057073,,
84.17154,24.609976,343070.76073208,,
83.9266,28.830353,343145.82806854,,
84.51969,13.397173,343190.65723934,,
83.58482,33.743793,343191.4664848,,
84.102646,25.20289,343203.28050453,,
275.52393,13.927485,343299.7794203,,
275.3843,2.915741,343358.31254949,,
83.2502,36.682205,343470.94132878,,
275.50012,9.103463,343550.27625111,,
83.89664,26.800144,343604.38969409,,
280.15915,57.27358,343698.85607979,,
275.62546,12.78393,343748.08760983,,
313.30948,81.94978,343844.30633636,,
84.385895,8.491101,343988.54380634,,
83.90477,24.300348,343992.29896907,,
275.81415,17.195175,343992.38492324,,
84.24442,14.797633,344030.67829037,,
76.96348,64.50205,344060.74704274,,
83.84975,24.933233,344070.48301106,,
79.11307,58.783127,344223.25042397,,
83.56982,28.362722,344360.14805941,,
83.935165,21.101048,344364.46046176,,
275.8071,10.379386,344562.32151513,,
83.91298,19.768833,344617.35576547,,
275.9936,16.8977,344642.18641051,,
276.9674,34.099007,344754.03225509,,
80.88698,50.412766,344853.72772053,,
82.66853,37.452374,344931.33018688,,
276.0029,14.138864,344953.48814339,,
83.72875,21.57583,344988.91109948,,
82.8284,35.33846,345042.35492349,,
82.92138,33.83524,345150.51961893,,
277.05478,32.85568,345318.73329329,,
74.70511,66.96148,345331.34302014,,
80.529564,51.07489,345361.88750327,,
84.03538,5.3805804,345377.678388,,
276.0615,11.545173,345378.28795116,,
276.27014,18.345118,345421.06813552,,
83.92576,8.562552,345622.62751595,,
276.20447,12.773407,345781.22974157,,
276.4816,20.58711,345837.84889261,,
83.33382,23.94829,345924.10200785,,
82.66993,33.37409,346018.47274176,,
82.55403,33.72307,346275.52077309,,
277.43127,33.54137,346278.75235538,,
277.23572,30.782646,346363.08414565,,
83.409,18.714027,346468.03727151,,
74.8226,65.41942,346507.94514587,,
83.559685,13.145868,346575.07828854,,
276.52924,14.980976,346703.0604855,,
83.39568,16.432903,346800.29965524,,
81.22189,43.514603,346874.46269553,,
83.41371,14.314033,346971.44382806,,
297.58386,76.08979,347008.42823121,,
81.78769,38.701866,347041.26082603,,
276.7623,16.76416,347305.12573099,,
82.75716,26.299662,347362.97379635,,
83.28945,13.799457,347457.62978337,,
80.43929,46.601223,347589.82657626,,
277.4693,26.405876,348070.43344757,,
80.29585,46.24554,348099.38075096,,
277.5723,27.510729,348162.70849669,,
83.084625,13.528246,348201.38801571,,
82.81489,20.558363,348211.22340553,,
81.68575,35.835266,348236.07205993,,
83.230934,4.0637484,348307.08490912,,
277.5779,26.524725,348394.67823671,,
82.70349,21.139141,348491.171181,,
81.92998,31.581707,348726.72330994,,
73.96908,64.29328,348767.26814247,,
80.75504,41.213726,348989.09861564,,
277.14703,13.239232,349042.05592709,,
76.867744,57.781673,349046.51983672,,
277.78006,25.856855,349189.39603453,,
278.193,31.197712,349206.20572237,,
278.46002,34.042873,349207.57589489,,
278.3564,32.389854,349376.81293494,,
76.164215,59.056347,349427.61050686,,
81.53746,33.23346,349454.40916753,,
277.57413,20.492508,349532.19293484,,
281.46594,51.233444,349740.37847702,,
278.0232,26.500893,349831.7310046,,
277.42032,14.293398,349881.78611984,,
82.68032,9.992694,349948.96370871,,
80.85092,37.653187,350035.13014888,,
82.64675,9.907068,350074.82432338,,
81.31032,33.40759,350083.60336841,,
277.82773,22.089666,350099.76953491,,
72.49393,65.17013,350124.41598765,,
82.704994,4.7868023,350169.92692176,,
278.04535,24.693289,350299.58769902,,
277.49054,12.218525,350351.71370499,,
82.560295,9.186684,350437.49766313,,
81.18198,33.382572,350475.57298207,,
277.36948,1.1273676,350524.96401848,,
82.09438,20.598907,350630.13020266,,
78.33131,50.328346,350706.47099979,,
81.38181,29.648605,350938.4464175,,
279.6261,38.13407,351208.48245178,,
81.85134,21.442331,351292.38451747,,
81.66456,23.875214,351423.84232758,,
81.73238,22.520325,351479.68890339,,
67.83205,69.378975,351491.3308288,,
82.2656,6.9026213,351640.80219122,,
74.43319,59.799267,351929.85034503,,
81.93645,12.444908,352342.3316766,,
278.1716,15.24135,352376.34970813,,
334.8429,81.228294,352562.48689505,,
79.57122,39.66409,352835.57601097,,
80.59173,31.218666,352930.04192309,,
281.2795,44.201572,353018.19893763,,
75.15273,56.714916,353103.00580019,,
280.8354,41.552513,353114.03317527,,
279.05588,26.491684,353153.65512258,,
74.62642,57.873722,353177.01030411,,
279.10068,25.958063,353433.27695501,,
79.23868,40.053032,353581.33358892,,
78.37504,44.752487,353618.06503047,,
71.66401,62.939533,353621.5159918,,
79.25172,39.80823,353652.25428057,,
282.865,49.810497,353739.67557329,,
62.904087,71.42444,354034.19312352,,
79.94699,32.832947,354363.28089044,,
81.34861,12.574555,354392.42313034,,
78.169395,44.11798,354469.71455122,,
278.71762,13.088271,354562.06265893,,
77.43873,46.963882,354728.10486308,,
80.91854,19.146288,354870.76917667,,
80.676506,22.498817,354989.67344746,,
279.31897,22.201595,355041.29487347,,
279.34872,22.488117,355075.83078047,,
41.35266,78.41075,355224.39390489,,
77.15093,47.14471,355318.57003643,,
279.80618,27.26282,355348.24946392,,
287.3272,59.051033,355717.47173363,,
65.08979,68.42692,356073.13698046,,
80.84213,13.1486225,356096.86815908,,
281.86127,40.748184,356250.01000268,,
79.25149,33.043175,356379.06260638,,
80.45495,15.711196,357067.03477163,,
343.32684,80.25206,357603.69469228,,
279.7746,16.680897,357694.14844243,,
72.078674,57.743977,358028.24966856,,
65.48534,66.61115,358130.00389693,,
280.19504,19.124874,358656.57127627,,
73.330864,54.314587,358676.64013065,,
280.97577,28.477205,358683.17180868,,
280.5319,22.591812,358976.02538971,,
78.422325,32.467735,359095.11705118,,
