id,lat,lon,type,source
ZEN0750,-9.956394,-67.298897,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0751,-10.016949,-67.184453,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0752,-10.265219,-67.697690,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0753,-10.111277,-67.582623,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0754,-10.525280,-67.634162,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0755,-8.712045,-67.191251,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0756,-8.932892,-67.252414,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0757,-8.843171,-67.000152,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0758,-9.680083,-67.008075,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0759,-8.753755,-67.062086,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0760,-9.631474,-67.158322,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0761,-10.068896,-67.037504,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0762,-10.288894,-67.557734,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0763,-10.318615,-67.558064,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0764,-9.734168,-67.704731,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0765,-9.949167,-67.598340,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0766,-9.845202,-67.348562,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0767,-10.194564,-67.539942,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0768,-9.621110,-67.758613,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0769,-9.848890,-67.901389,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0770,-10.074999,-67.803054,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0771,-10.096721,-67.658837,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0772,-10.028702,-67.727965,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0773,-9.499443,-67.628888,Multiple: (Amazon Arch | CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0774,-8.966458,-67.240232,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0775,-9.187060,-67.283959,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0776,-10.702413,-68.158130,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0777,-10.588810,-67.968613,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0778,-10.361699,-67.689033,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0779,-10.438357,-67.706501,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0780,-10.262005,-67.715750,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0781,-10.447721,-67.767250,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0782,-10.282778,-67.808298,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0783,-10.676176,-68.407758,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0784,-9.813380,-67.094038,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0785,-9.806094,-67.098933,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0786,-10.568359,-67.667180,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0787,-10.373582,-67.430229,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0788,-10.096455,-67.371629,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0789,-10.087836,-67.508888,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0790,-10.064302,-67.221046,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0791,-10.034765,-67.104860,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0792,-9.920685,-67.938218,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0793,-9.810540,-67.511777,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0794,-9.960887,-67.479868,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0795,-9.961331,-67.283181,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0796,-9.884757,-67.380131,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0797,-9.730418,-67.224456,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0798,-10.177861,-66.988173,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0799,-10.341756,-67.790712,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0800,-10.520698,-67.707360,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0801,-10.248120,-67.161087,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0802,-8.738657,-67.082650,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0803,-10.093950,-67.306755,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0804,-10.002214,-67.259862,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0805,-10.110122,-67.046753,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0806,-9.863760,-66.942719,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0807,-9.868522,-66.962089,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0808,-10.071533,-67.410149,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0809,-10.304335,-67.724473,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0810,-10.693708,-68.421837,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0811,-10.597075,-67.714187,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0812,-9.698216,-67.212861,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0813,-9.800999,-67.213434,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0814,-9.737352,-67.241988,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0815,-9.792371,-66.817266,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0816,-10.079285,-67.066156,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0817,-10.129659,-67.090426,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0818,-10.127430,-67.034142,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0819,-10.145923,-67.046185,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0820,-10.150778,-67.047992,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0821,-10.270104,-67.071157,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0822,-10.133521,-67.556258,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0823,-9.964514,-67.000291,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0824,-8.896293,-67.435287,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0825,-8.800092,-66.970621,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0826,-8.805900,-67.022363,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0827,-8.794784,-67.061228,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0828,-9.432058,-67.204860,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0829,-9.993964,-66.755256,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0830,-10.105329,-66.906073,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0831,-10.026400,-66.908688,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0832,-9.915841,-66.940006,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0833,-10.074021,-67.013384,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0834,-9.794006,-67.046041,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0835,-9.712591,-67.069386,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0836,-9.997823,-67.094418,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0837,-9.732953,-67.122029,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0838,-9.716327,-67.123480,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0839,-10.586944,-69.603062,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0840,-10.901118,-68.925558,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0841,-10.914140,-68.976591,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0842,-10.296953,-67.883335,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0843,-10.296115,-67.905280,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0844,-10.603874,-67.917465,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0845,-10.265280,-67.063339,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0846,-10.244288,-67.214652,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0847,-10.223727,-67.462168,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0848,-10.383898,-67.495281,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0849,-10.335840,-67.508340,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0850,-10.321516,-67.547678,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0851,-10.378437,-67.591015,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0852,-9.796671,-67.672226,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0853,-9.736953,-67.706944,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0854,-9.740000,-67.728618,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0855,-9.885836,-67.522223,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0856,-10.000958,-67.534968,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0857,-9.984718,-67.663890,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0858,-9.855005,-67.795556,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0859,-10.105557,-67.853057,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0860,-9.965836,-67.866392,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0861,-10.076478,-67.960342,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0862,-9.912248,-67.997210,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0863,-9.910840,-67.168892,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0864,-9.780489,-67.258392,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0865,-9.968061,-67.321116,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0866,-9.823057,-67.373887,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0867,-10.002809,-67.408500,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0868,-9.885448,-67.424623,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0869,-10.271117,-67.543335,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0870,-10.063897,-67.557503,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0871,-10.085027,-67.601278,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0872,-10.202624,-67.656620,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0873,-10.291675,-67.690840,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0874,-10.182226,-67.706395,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0875,-10.597226,-67.996396,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0876,-10.671663,-68.140699,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0877,-10.377161,-68.155224,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0878,-10.708056,-68.171668,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0879,-10.555626,-68.549729,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0880,-9.721672,-66.121957,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0881,-9.721397,-66.125769,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0882,-9.845735,-66.383039,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0883,-9.682170,-66.549386,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0884,-9.767500,-66.586663,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0885,-9.759420,-66.625112,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0886,-8.887638,-67.251703,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0887,-8.875499,-67.244870,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0888,-10.255482,-67.722808,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0889,-10.448772,-67.761106,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0890,-10.107461,-67.786057,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0891,-10.230445,-67.123998,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0892,-10.207870,-67.124417,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0893,-10.249113,-67.181155,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0894,-10.203702,-67.171649,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0895,-10.413061,-67.726666,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0896,-10.075556,-67.554442,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0897,-10.036818,-67.537042,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0898,-10.523655,-67.666665,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0899,-9.897347,-67.422262,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0900,-9.913889,-67.478613,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0901,-9.762500,-67.821388,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0902,-9.576944,-67.724167,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0903,-9.915276,-67.673057,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0904,-9.623333,-67.792502,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0905,-10.078333,-67.994721,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0906,-9.701111,-67.666945,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0907,-9.884847,-67.440319,Multiple: (Amazon Arch | CNSA),Peripato2023_Zenodo_10214943
ZEN0908,-10.180476,-67.530638,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0909,-9.096619,-67.249207,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0910,-10.601673,-67.917838,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0911,-9.767120,-67.535483,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0912,-10.061136,-67.060494,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0913,-12.056646,-63.514047,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0914,-12.354475,-64.234990,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0915,-11.948432,-63.452734,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0916,-12.059688,-63.476437,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0917,-12.178713,-63.470296,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0918,-9.699531,-66.268049,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0919,-10.302038,-67.694375,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0920,-12.850367,-62.900741,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0921,-10.260686,-67.684458,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0922,-9.727818,-67.129761,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0923,-10.258068,-67.679313,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0924,-13.613836,-63.633417,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0925,-13.685055,-63.704884,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0926,-13.780421,-63.747883,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0927,-13.718728,-63.743742,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0928,-13.794107,-63.745064,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0929,-13.642969,-63.639479,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0930,-13.622338,-63.655046,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0931,-13.624688,-63.650098,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0932,-13.637491,-63.649841,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0933,-13.640790,-63.647911,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0934,-13.724049,-63.487979,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0935,-13.739956,-63.465882,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0936,-13.772125,-63.453878,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0937,-13.764171,-63.421717,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0938,-13.767754,-63.384468,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0939,-10.438886,-65.319064,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0940,-10.615556,-68.039719,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0941,-10.610087,-67.906109,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0942,-10.016998,-67.164501,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0943,-13.488829,-61.006897,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0944,-13.329758,-62.008682,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0945,-10.110967,-67.044624,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0946,-9.806032,-66.341793,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0947,-10.942539,-68.623740,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0948,-13.262837,-63.706986,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0949,-10.191137,-67.721994,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0950,-9.771946,-67.312501,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0951,-9.727207,-66.312040,Multiple: (Amazon Arch | PAST),Peripato2023_Zenodo_10214943
ZEN0952,-10.943256,-68.622543,Multiple: (CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0953,-10.035557,-67.165286,Multiple: (CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0954,-10.623375,-67.816135,Multiple: (CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0955,-10.596801,-67.802372,Multiple: (CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0956,-8.775647,-64.119299,Multiple: (CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0957,-10.073094,-67.320402,Multiple: (CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0958,-10.075001,-68.011193,Multiple: (CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0959,-10.325263,-67.787086,Multiple: (CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0960,-10.656791,-68.412307,Multiple: (CNSA | PAST),Peripato2023_Zenodo_10214943
ZEN0961,-10.180484,-67.527503,Multiple: (CNSA | PAST),Peripato2023_Zenodo_10214943
