# Table of all VLT and Keck da/a values.
#
# This file gives the values of da/a = (delta alpha)/alpha
# from the Keck and VLT absorbers used in the many multiplet
# analysis for King et al. (2012), "Spatial variation
# in the fine-structure constant - new results from
# VLT/UVES", MNRAS, 422, 3370, 2012, arXiv:1202.4758.
#
# The Keck values are from Murphy et al. (2004, Lecture Notes Phys.,
# 648, 131, astro-ph/0310318). See also Murphy et al. (2009, MmSAIt,
# 80, 864, arXiv:0910.2699).
#
# Description of columns:
# - All quasars are identified by their J2000 name.
# - z_em gives the emission redshifts of the quasars.
# - z_abs gives the absorption redshifts of the absorbers.
# - da/a gives the value of (delta alpha)/alpha.
# - err gives the statistical error on da/a derived only from
# photon counting statistics (i.e. from the covariance matrix).
# - Both da/a and err are given in units of 10^(-5).
# - Sample gives A, B1, B2, or C as given in Murphy+2009
# for the Keck sample, and D for the VLT sample
# - Source specifies whether the da/a values is from the Keck
# or VLT samples.
# - sig_rand_flag determines which systems an extra error
# applies to (designed to account for excess dispersion in the
# data about different models).
# - Outlier indicates whether the system was identified
# as an outlier and removed from consideration (0=no, 1=yes).
#
# sigma_rand for weighted-mean model:
#   VLT (flag=3): 0.905
#   Keck LC (flag=1): 0.000
#   Keck HC (flag=2): 1.743
# Total error: sqrt(err^2 + sigma_rand^2)
#
# N J2000_name z_em z_abs da/a err Sample Source sig_rand_flag Outlier
127 J194454+770552 3.02 2.8433 -4.959 1.334 C Keck 1 1
128 J214805+065738 1.00 0.79026 0.088 0.590 C Keck 1 0
129 J223408+000001 3.02 1.2128 1.326 1.490 C Keck 1 0
130 J223408+000001 3.02 2.0653 1.717 1.249 C Keck 2 0
131 J223408+000001 3.02 2.6532 -3.310 1.938 C Keck 2 0
132 J223619+132620 3.30 2.548 1.015 6.186 C Keck 1 0
133 J223619+132620 3.30 2.5548 -1.851 6.572 C Keck 1 0
134 J223619+132620 3.30 3.1513 -4.111 3.441 C Keck 1 0
135 J234628+124859 2.52 0.73117 -1.211 0.976 C Keck 1 0
136 J234628+124859 2.52 1.5899 0.449 1.163 C Keck 1 0
137 J234628+124859 2.52 2.1711 -0.944 1.204 C Keck 1 0
138 J234628+124859 2.52 2.4300 -1.322 0.379 C Keck 2 0
139 J234646+124527 2.77 1.0465 -0.750 1.514 C Keck 1 0
140 J234646+124527 2.77 1.1161 0.005 1.964 C Keck 1 0
141 J234646+124527 2.77 2.5378 -3.856 2.277 C Keck 1 0
142 J000344-232355 2.28 0.4521 -0.459 0.787 D VLT 3 0
143 J000344-232355 2.28 0.9491 -1.534 2.788 D VLT 3 0
144 J000344-232355 2.28 1.5864 -0.410 1.003 D VLT 3 0
145 J000448-415728 2.76 1.5419 -5.270 0.906 D VLT 3 1
146 J000448-415728 2.76 1.9886 0.266 1.945 D VLT 3 0
147 J000448-415728 2.76 2.1679 1.381 0.944 D VLT 3 0
148 J001210-012207 1.999 1.2030 0.772 1.190 D VLT 3 0
149 J001602-001225 2.087 0.6351 -0.673 3.545 D VLT 3 0
150 J001602-001225 2.087 0.6363 -1.561 3.914 D VLT 3 0
151 J001602-001225 2.087 0.8575 1.266 1.826 D VLT 3 0
152 J001602-001225 2.087 1.1468 -1.581 2.922 D VLT 3 0
153 J001602-001225 2.087 2.0292 -0.909 0.934 D VLT 3 0
154 J004131-493611 3.24 2.1095 0.386 2.856 D VLT 3 0
155 J004131-493611 3.24 2.2485 -1.230 0.672 D VLT 3 0
156 J005758-264314 3.655 1.2679 1.076 1.931 D VLT 3 0
157 J005758-264314 3.655 1.5336 -0.456 0.903 D VLT 3 0
158 J010311+131617 2.681 1.7975 0.443 0.548 D VLT 3 0
159 J010311+131617 2.681 2.3092 -0.082 0.563 D VLT 3 0
160 J010821+062327 1.96 1.9328 2.184 2.454 D VLT 3 0
161 J011143-350300 2.41 1.1827 0.142 0.950 D VLT 3 0
162 J011143-350300 2.41 1.3499 0.084 0.378 D VLT 3 0
163 J012417-374423 2.20 0.8221 0.702 1.050 D VLT 3 0
164 J012417-374423 2.20 0.8593 -0.677 2.516 D VLT 3 0
165 J012417-374423 2.20 1.2433 1.838 1.221 D VLT 3 0
166 J012417-374423 2.20 1.9102 -3.872 3.111 D VLT 3 0
167 J013105-213446 1.90 1.8566 0.236 1.445 D VLT 3 0
168 J014333-391700 1.807 0.3400 -6.748 3.914 D VLT 3 0
169 J014333-391700 1.807 1.7101 -1.465 2.357 D VLT 3 0
170 J015733-004824 1.546 0.7693 2.647 4.288 D VLT 3 0
171 J024008-230915 2.223 1.1846 -1.513 2.754 D VLT 3 0
172 J024008-230915 2.223 1.6359 1.000 1.110 D VLT 3 0
173 J024008-230915 2.223 1.6373 -0.187 1.020 D VLT 3 0
174 J024008-230915 2.223 1.6574 -0.137 1.010 D VLT 3 0
175 J033106-382404 2.423 0.7627 0.440 0.988 D VLT 3 0
176 J033106-382404 2.423 0.9709 -4.485 4.216 D VLT 3 0
177 J033106-382404 2.423 1.4380 -4.323 2.571 D VLT 3 0
178 J033108-252443 2.685 0.9925 0.513 1.232 D VLT 3 0
